"intercept","slope","sigma","iter"
2.78020579157853,-0.570098678290308,0.251424339213966,109
2.76602261390692,-0.582163876004825,0.207318883745488,110
2.50640448725687,-0.518629167721453,0.307875660893025,111
2.84706697487487,-0.609990161013348,0.285890017601386,112
3.07791663403829,-0.673183565381989,0.321901120246781,113
3.35470562020977,-0.724692628807198,0.25367774443305,114
2.16764727820653,-0.430121258817169,0.247859467414451,115
2.26925681347658,-0.454052212974982,0.259673118542157,116
2.58588711445416,-0.544039100462061,0.221144859106435,117
2.8797437893301,-0.617633106269082,0.304512262697892,118
2.1042067771545,-0.427675058218801,0.251119624817724,119
2.8280268422447,-0.593492331982751,0.264679431278929,120
2.71193506976267,-0.567863114698569,0.238838766215287,121
2.80486590155677,-0.592439934905587,0.258125360572061,122
2.81741729913362,-0.58513271705336,0.246039560841511,123
2.25938180932553,-0.461936669566655,0.259914526921964,124
2.7246024232443,-0.580228523272666,0.216755835696496,125
2.96155118810672,-0.626410825663077,0.253531377964408,126
2.50125553970453,-0.508349898252529,0.212759006264105,127
3.40585455758248,-0.742232324518737,0.314925055308051,128
2.55190741688829,-0.513777771514035,0.241181234752203,129
2.46844740615578,-0.505924307010054,0.255357864865388,130
2.65354086392191,-0.556123956653278,0.354648795233381,131
2.70516319568242,-0.563284188464492,0.278368512053285,132
2.64215186886168,-0.559305357563526,0.214178272289155,133
2.80439268067242,-0.58005939106585,0.254494136548306,134
2.80162983942881,-0.59587845649085,0.24881005253378,135
2.62147252060874,-0.540192525147221,0.267747883606553,136
2.97047469801725,-0.630448463775358,0.278180288518968,137
3.08809984867774,-0.662857022889885,0.245917421760661,138
2.75185185022612,-0.574204719342164,0.227625207327608,139
2.781352660204,-0.576450359873137,0.213664927474391,140
2.69020064626567,-0.558677100327794,0.25943351960164,141
2.97941392502871,-0.642413682832783,0.30340934622022,142
2.79801485088346,-0.591923010857717,0.265934715568067,143
3.1309375482954,-0.672306380429226,0.245422246533834,144
2.57850525791995,-0.552868653745597,0.243174005950763,145
2.86505646561639,-0.610851432347875,0.233741386358801,146
2.9224251662704,-0.628869692041961,0.233820436563105,147
2.66608279424523,-0.569056844197354,0.242988127551084,148
2.85322321099123,-0.594902759557786,0.259404371784297,149
2.56276953191746,-0.532399746387073,0.225969065605263,150
2.35702642336171,-0.474469153194299,0.278381949892621,151
2.55090385533995,-0.539925632542143,0.252385222223675,152
2.85999044237896,-0.612237168887999,0.237353779172765,153
2.9369313496902,-0.61294047460018,0.261368785237787,154
2.76854125623013,-0.572099531857621,0.291862595574798,155
2.77033844477112,-0.58900879963474,0.256869322078393,156
2.50228123839345,-0.510907642601678,0.25214914768546,157
2.69106812244599,-0.563886712431684,0.22694846588912,158
2.66980463448179,-0.552878920784177,0.227686568588985,159
2.18103815274862,-0.458749128532021,0.272002249427296,160
2.69701650098736,-0.570910455398371,0.228581374174599,161
2.46370893829529,-0.513027624166207,0.279371109369843,162
3.0761711792408,-0.666496512724322,0.246262537881462,163
2.97020652957258,-0.62935201615444,0.236487211424493,164
2.9177968967279,-0.622006917138755,0.258848256477415,165
2.64996746596129,-0.556193249710962,0.234946491749709,166
3.16535787110871,-0.687637503163228,0.21366313720045,167
2.33238565783178,-0.473598792027323,0.228011894979635,168
2.56492024086725,-0.527435276624355,0.21634789248978,169
2.53056145706785,-0.500099627015862,0.253498277047574,170
2.31033754551282,-0.478399521935816,0.283524141810783,171
2.64536686579208,-0.545154921461893,0.212295642796494,172
2.61226738696637,-0.53331286848878,0.297496143548677,173
2.47718969677126,-0.507055576772517,0.250847706776581,174
2.70362701339502,-0.565543288668524,0.26715635417947,175
2.11960422580749,-0.415825775059142,0.293821101245517,176
2.33728516732516,-0.47282972713838,0.255768674970694,177
2.33912005157338,-0.485971101063689,0.231604745526201,178
2.69686998884521,-0.568676838873507,0.268935819296743,179
2.31740035927209,-0.453520264994508,0.236725491825885,180
2.57750050927508,-0.547109208493817,0.288721612116973,181
2.66488396212955,-0.549738093054669,0.245403949198145,182
2.61640465584789,-0.541648312427441,0.226040737177151,183
2.47010693451536,-0.496733166530062,0.294644007006997,184
2.3620191224009,-0.47972431662421,0.216318033032553,185
2.77106551195667,-0.59247466915597,0.207760841714913,186
3.01001826986713,-0.64616510297978,0.236050283873569,187
2.62019777606889,-0.545268798725842,0.233636825498025,188
2.80717009498381,-0.585716469760111,0.2744905814081,189
3.25174710876063,-0.705689807535521,0.219396491181023,190
2.07350157566817,-0.419931897026957,0.295408912882745,191
2.48284417204403,-0.51619678533959,0.235359467398281,192
2.4056880055501,-0.483871424875062,0.25538479513985,193
2.29545684799304,-0.460187962018001,0.26057325383978,194
2.92232452641159,-0.602564206985417,0.30275543660843,195
2.58995811404495,-0.537845154278347,0.261612260421466,196
2.39366395862897,-0.51376116976906,0.250793315220091,197
2.41766238357048,-0.501114808036249,0.250800185446712,198
2.66523340060725,-0.552249343294105,0.218783043710778,199
2.44649514858065,-0.51640131703694,0.243601491844633,200
2.55326266461671,-0.536696807709547,0.215351762064488,201
2.69170358203517,-0.573040547570336,0.257116058377361,202
2.72347807078798,-0.586703408674804,0.212747061254258,203
2.59995378931744,-0.536681008089425,0.214213141511088,204
2.75256950196143,-0.584799842646711,0.307026509049728,205
2.63527436312393,-0.5388882331042,0.268437601154581,206
2.74924520665077,-0.577838634560419,0.234790572756774,207
2.54901396016812,-0.537321903947264,0.221162153131669,208
2.79578261212405,-0.60179728989015,0.220330126831679,209
2.68558507289426,-0.566097187308316,0.229422297110119,210
2.17584214012957,-0.432292185783735,0.224060740824205,211
2.67307790151798,-0.570758385587371,0.281059538426678,212
2.36028341965288,-0.472293438429137,0.252928512974645,213
2.57049183842931,-0.544652827348068,0.276366155548138,214
2.35187484016736,-0.480783470591485,0.273840657895265,215
2.6746978544876,-0.564240321193468,0.24527526076593,216
2.87039765551008,-0.618763040731095,0.239513755100327,217
2.90455880042906,-0.609060579206576,0.278545130279664,218
2.684113466986,-0.555788731508498,0.226280408818386,219
2.88913046258448,-0.618148777211556,0.260252394920508,220
2.21525628059538,-0.428444324627439,0.329930759528828,221
2.51123158302314,-0.513189397790863,0.254876194588317,222
2.59400658848257,-0.527894030233636,0.21756402384131,223
2.72014051503619,-0.564084558689132,0.217307921501517,224
2.87970596697242,-0.601692517346535,0.265211122140424,225
1.98313235911857,-0.398318594908251,0.301499170719516,226
2.92142257388575,-0.632785331199268,0.261218824582691,227
2.72036336594727,-0.564485903179792,0.254636691277724,228
1.9875384184239,-0.396589124214819,0.253975436428083,229
2.79352199161198,-0.594275245681702,0.247582363608244,230
2.82470290027728,-0.597241058766745,0.210533825609424,231
2.71420953946163,-0.564072363145276,0.297583829725452,232
2.86970216009562,-0.615474797262709,0.257673421389336,233
2.70070179836643,-0.575211996227551,0.210141911853789,234
2.89033569129926,-0.610613998515338,0.232750693963568,235
2.92553273445302,-0.625636879273716,0.228508855989358,236
3.12940096507816,-0.67212515876603,0.341242097985478,237
2.93598988939587,-0.625018232628718,0.269408266853557,238
2.45275595910211,-0.513588320306783,0.292390029734831,239
2.74710171290377,-0.558273851008748,0.251336941252097,240
2.83658811691361,-0.611342127174903,0.257363049890556,241
3.1311627919285,-0.670455494817897,0.250004082039892,242
2.64956293001767,-0.549843533623884,0.241121466861274,243
2.74696312798356,-0.587693722702377,0.245000137442838,244
2.85180024520241,-0.615011281897169,0.251329188967019,245
2.80548792157606,-0.602389032168398,0.225944206797045,246
2.76119244701833,-0.594331294676209,0.286027823683171,247
2.80887148862247,-0.594954818982385,0.235862445352672,248
2.29489336300238,-0.452922574371235,0.243218530750571,249
2.62612398403742,-0.546600053987127,0.243096945148367,250
2.46185817366035,-0.489692102787144,0.26280926431583,251
2.61190818741239,-0.532121194896047,0.237069878400472,252
2.84338404993922,-0.601005985258254,0.275132936177015,253
2.62629080105607,-0.546220139983915,0.236143160342721,254
2.8578953041499,-0.596436753660863,0.257288993376463,255
2.99384751248027,-0.631167435440453,0.248952810441061,256
2.65675914597914,-0.566319921841981,0.251337759339495,257
2.46745648422289,-0.499327500351494,0.248506223198151,258
2.85328571146685,-0.599417992282941,0.27992974251905,259
2.66939482637483,-0.553113021162054,0.242131563314556,260
2.81158764898394,-0.588352958220872,0.246288920794395,261
2.77951200696851,-0.588064707310351,0.227494510604671,262
2.64521356768621,-0.558779365875868,0.218842738970662,263
3.51375246151704,-0.75819502001796,0.26105330586251,264
2.27023704543173,-0.464371310816883,0.223754442631476,265
2.8633940268904,-0.609578879642067,0.24089274650232,266
2.3150820080434,-0.447285457735609,0.267354860600479,267
2.76649507369106,-0.578495302736952,0.265728345869577,268
2.62500557496147,-0.539117006786594,0.261361961457329,269
2.36947688840442,-0.479832830837385,0.217894915625717,270
2.82894602844076,-0.586495949239789,0.238474627933262,271
2.83210388748054,-0.595955058960619,0.255888138783635,272
2.91343751468136,-0.633314059282696,0.236956794335391,273
2.70086268259151,-0.5735210050939,0.24601074883094,274
2.81583455507738,-0.586475003616401,0.276845185862754,275
2.30674361706537,-0.453766101444317,0.321703801227855,276
2.85755497184188,-0.60885234223356,0.24210439269533,277
2.66382323699258,-0.55490385569771,0.26268167749556,278
2.90712696901726,-0.605591836196752,0.256334936305304,279
2.43688226431367,-0.497026830734092,0.250747735097698,280
2.53500982587462,-0.529151148639881,0.291671259772662,281
2.93377405281717,-0.61196814150614,0.229410460292443,282
2.91322760135506,-0.615446059933936,0.20146615074303,283
2.47588991042515,-0.514730181884825,0.245481247976044,284
2.83229802325224,-0.604833712962504,0.261749566005194,285
2.92855943883877,-0.623239249455358,0.219199164239269,286
1.88993649716753,-0.35820028966786,0.252408275348823,287
2.65803513348114,-0.550999923003236,0.210407025018281,288
2.56697446662519,-0.531506538425013,0.271000540885094,289
2.31487070613445,-0.472879398664085,0.287628232461099,290
2.68778784171162,-0.544279578788004,0.24357246417634,291
2.87259010665387,-0.59663486947108,0.255319109541767,292
2.59172015270596,-0.549354915668297,0.240018368743027,293
2.82663103448739,-0.608317924224092,0.273116283526519,294
2.45086876507811,-0.500760584969348,0.25354250573229,295
2.76481761056275,-0.603956277165403,0.288276815712965,296
2.68209920120992,-0.569754275552672,0.278342450914284,297
2.09969391869872,-0.42499961394866,0.269443007233415,298
2.55004602184882,-0.537901038642833,0.252892127346944,299
2.74518640101646,-0.57036447916502,0.228969816835203,300
2.72043511742728,-0.571275149216041,0.317505113455177,301
2.83141443551213,-0.588949680218221,0.238203832526541,302
2.54421713107609,-0.528646110287354,0.219426321577494,303
2.98827729177356,-0.63805099946447,0.314806786552834,304
2.85558924391134,-0.598215146535012,0.237163365101879,305
2.95359903519948,-0.605067494074573,0.242462446959896,306
2.74136103968628,-0.583814522546717,0.255076275982471,307
2.71038949159755,-0.578483107309903,0.298501100578448,308
2.55280570247317,-0.537942047280441,0.252636064243788,309
3.31985082109093,-0.720264973492536,0.255828796064668,310
2.72598172674492,-0.571716422153891,0.216848307773497,311
2.16840186986377,-0.432961466884809,0.224251421560879,312
2.27108636226553,-0.45148991314283,0.24039163764167,313
3.13137636168566,-0.653289971461137,0.2502691123492,314
2.61226853737306,-0.544341656463157,0.290915846626003,315
2.93114905991664,-0.627950469570547,0.264129390754849,316
2.92383215610166,-0.630775288192776,0.261440593164266,317
2.866226115281,-0.602921071559546,0.214632576588998,318
3.4015960486538,-0.739652999601899,0.254823407180643,319
2.65754250014187,-0.555294457348763,0.213666155071201,320
2.93681160733222,-0.621677922177334,0.198771891098913,321
2.16425924630173,-0.434744879358549,0.280580762269283,322
2.48428795076676,-0.506566869391392,0.249710104898319,323
2.91952791283455,-0.611198832729936,0.299284114367524,324
2.46351769781297,-0.525690699531207,0.277824988720785,325
3.13931292530427,-0.6664645769927,0.272278721395703,326
2.75562374112674,-0.578863349728211,0.249300866031152,327
2.33269564165779,-0.46087312785008,0.281416393950182,328
2.89606656738868,-0.608069937485553,0.279616038276351,329
2.69283299032062,-0.560436910345645,0.2429209649916,330
2.9183635503911,-0.611343008966108,0.252930631993855,331
2.83298956435809,-0.589861469769324,0.2761559529395,332
2.01053824123147,-0.394646294283521,0.239827602106408,333
2.98650421247727,-0.63293743715283,0.293257351046729,334
2.73447324435247,-0.582725467850384,0.274052480575997,335
2.49527146475736,-0.516118706183573,0.355968645376921,336
3.08343178179806,-0.65870940051229,0.245051817233428,337
3.3728071895541,-0.740734011429322,0.224621937502817,338
2.42004511924052,-0.494205608068106,0.263703006303464,339
2.62752356768521,-0.541570715717155,0.252795880250045,340
2.49692564215674,-0.518293771854845,0.268532295134951,341
2.91154232913062,-0.606568057616474,0.265662100706805,342
2.91916942315709,-0.63520360913531,0.275948615057939,343
2.63186596033978,-0.553892324320462,0.242970054825924,344
2.89449269715012,-0.608786045390303,0.200854722850506,345
2.33190841013042,-0.485243284321159,0.301619992144082,346
2.65130795466317,-0.542017647133541,0.276484984691669,347
2.86486466497317,-0.611625622263243,0.284836473366616,348
2.64740618864598,-0.545074221207166,0.234456746787876,349
2.39549158981178,-0.488783718997167,0.267137096973564,350
2.85084601023365,-0.601801809134988,0.270475512062972,351
2.91840364068603,-0.617873661346763,0.285447266616299,352
2.61962005575901,-0.540775207125295,0.265137529022272,353
2.5586147154482,-0.541846584652998,0.246083171849297,354
2.7632468377147,-0.588013581410797,0.26013546844029,355
2.66503712172382,-0.562064416800514,0.236736566464699,356
2.86850325477607,-0.600355388792715,0.239556402473037,357
2.75881232920762,-0.575479950099148,0.281298943764956,358
2.64109937910262,-0.551182920692042,0.253990301717856,359
2.39785107964591,-0.510398363055669,0.31833258352126,360
2.55415566409803,-0.529387033041069,0.249611810256473,361
2.60419439348145,-0.529576081152069,0.253741484770407,362
2.78829787329256,-0.578697239687172,0.248609289235941,363
2.60692818476565,-0.544290067045536,0.270283225374604,364
2.91000123952152,-0.618561320698053,0.1935729834114,365
2.50928437116159,-0.51482841165003,0.245759665305741,366
2.41464816257936,-0.486479518368405,0.308924282872724,367
2.97795358601081,-0.619749734724259,0.253752681115597,368
2.4593224116443,-0.499830640354917,0.218561745218111,369
2.90061793399121,-0.609820540036816,0.259052710621014,370
2.43506887090072,-0.489898223467997,0.251957212679857,371
2.72443304279891,-0.559916770651848,0.29982815810005,372
2.3257757141434,-0.467554464789079,0.240578664591224,373
2.8657282160218,-0.624422638662518,0.254758135859825,374
2.56696273471284,-0.555595632274935,0.231472305407837,375
2.89965504789846,-0.609772078931555,0.233270886650693,376
2.87080615188332,-0.606174860677827,0.291629374041788,377
2.99199425684339,-0.645010887294648,0.317183100119601,378
2.93809083407056,-0.638472373266353,0.261253818812997,379
2.3969346849534,-0.500720302915279,0.215201400740655,380
2.82032762860608,-0.608426239395919,0.260723685478407,381
2.84803808203964,-0.582104665443045,0.224876085100095,382
2.96080435191847,-0.608259872160399,0.255553614714326,383
2.5978554434199,-0.529146727368212,0.2523684897113,384
2.7301145446462,-0.573823249109701,0.209566884612937,385
2.73926670202357,-0.59625595743008,0.226851993552505,386
2.82311812805121,-0.586976605182892,0.23553779135881,387
2.53031255577453,-0.529434336976191,0.254811193151272,388
3.07443546283244,-0.653924719991204,0.287057913468552,389
2.8645210777221,-0.608198376037871,0.2730605324944,390
2.58747054921631,-0.545476380735486,0.225667462441121,391
2.9631533170868,-0.619790463896374,0.292925497925194,392
2.55439662230939,-0.540704020681005,0.257435614337896,393
2.56181169555514,-0.531587950904943,0.226270191119067,394
2.62757792462111,-0.552183637480645,0.203499664249626,395
3.02549392396761,-0.629585191183035,0.297769760425751,396
2.65276719074007,-0.547144711510791,0.305893235156457,397
2.52634171045622,-0.524152372949503,0.270933857972171,398
2.97719430490755,-0.640788129645319,0.2370364628127,399
2.11802417805517,-0.429053796526141,0.252839027889635,400
2.57632145327644,-0.546659354062226,0.265320191207065,401
2.63881714466066,-0.555920720374272,0.232149082479626,402
2.80789045272294,-0.582707665293748,0.268753628026284,403
2.78725636295886,-0.595757658903203,0.27910014828918,404
2.44491364008879,-0.495871067119958,0.245161446784192,405
2.48506258534454,-0.510613122161501,0.245404942572093,406
2.46883411656773,-0.515691341420207,0.244988256473998,407
2.81908020234932,-0.593010622320305,0.264187885781061,408
2.9692334818116,-0.637435742707266,0.23653066128122,409
3.27665673446489,-0.72110516619539,0.251431205989149,410
2.13630368387851,-0.410243012801461,0.250619733003516,411
2.59564029286968,-0.535721690578593,0.278862986096039,412
2.88085911520489,-0.604480562249831,0.225910228708744,413
2.75216310938013,-0.564415231102743,0.297599026958163,414
2.50483630583089,-0.53296555807759,0.27529121659297,415
2.55447442214804,-0.53250113344185,0.252053461038553,416
2.73640748006753,-0.564077571802682,0.299344174943542,417
2.93820282735465,-0.629814021588147,0.271720757844558,418
2.68785535587392,-0.5507896356775,0.280505875913311,419
2.78062640728149,-0.588338240457258,0.228240827334637,420
2.95215714989865,-0.640665437758215,0.246912017112872,421
2.43180774768363,-0.487141367153546,0.219485827853855,422
2.32365533842281,-0.480293305267566,0.205192416602868,423
2.8311700666046,-0.603346827295179,0.228170525178488,424
2.98260116420176,-0.632593357177851,0.298465496301529,425
2.88613015282915,-0.606822896217026,0.286711941538946,426
2.26779184272096,-0.467662665617961,0.302559577267873,427
3.29947101011475,-0.70771532472338,0.25593401780969,428
2.73908315307334,-0.564007406610348,0.236906381019769,429
2.68811394023047,-0.553288177592751,0.245665691355657,430
2.74409538458263,-0.58674178358554,0.234616612528561,431
2.5704227911246,-0.545449664673967,0.286079158413441,432
2.57717180044352,-0.540016639419419,0.237045520497349,433
2.95261718906543,-0.627031588216318,0.276777299684005,434
2.25082489924396,-0.45872307438445,0.239481483590119,435
2.70857922359848,-0.558700961854685,0.251584622230015,436
3.08236294307156,-0.648937792307377,0.253816442741554,437
2.48057581548396,-0.508205339622932,0.217121692817991,438
2.53656774187309,-0.513831045227413,0.244472493565014,439
2.60000024559855,-0.544028469696591,0.290100953354303,440
2.66052829663008,-0.55235470174096,0.228557569219465,441
3.00593855550874,-0.624980246423367,0.235566357562353,442
2.51922241595452,-0.527606545344973,0.259185061213259,443
2.25892859614457,-0.447025624587295,0.27383988362411,444
2.89869845615189,-0.614119386808687,0.283580089017508,445
2.59641712089097,-0.524226765966034,0.256094862533467,446
2.67255794183218,-0.560378948380481,0.263551964458473,447
2.45608024669812,-0.500811753267556,0.22030929452532,448
2.38964430678254,-0.498638866822971,0.228959786495545,449
2.81011243685717,-0.590684489519804,0.2070777449258,450
2.56017915896331,-0.518996988420501,0.279342514646399,451
2.69390958657558,-0.564015451425685,0.224797671974252,452
2.97048973841527,-0.639419660025858,0.233800989398181,453
2.31274399291108,-0.460716419237345,0.223041485745205,454
2.41453853480916,-0.490243487572615,0.24649060888278,455
2.69395784476948,-0.558005561673892,0.241141245552902,456
2.8997853501763,-0.622425775896869,0.248533334996706,457
2.53006071292211,-0.520338378224068,0.265298826328514,458
2.57558134186936,-0.539931485231953,0.272604707899775,459
3.01002345810414,-0.627676284237662,0.265026415912034,460
2.7954394371255,-0.590720069903736,0.242411385320429,461
3.30740942067206,-0.704654467724441,0.248542995732313,462
2.81748532512698,-0.60428103232906,0.247815313091503,463
2.58879925610642,-0.513305692734324,0.294196406620699,464
2.78919201242199,-0.592208279328395,0.253882524423421,465
2.75663026578572,-0.579303200868619,0.22061440840102,466
2.50139649388136,-0.516152715966397,0.269520172268118,467
2.80752610867144,-0.585752043716124,0.245490398018626,468
2.84907826345257,-0.593667165476988,0.235664874188804,469
2.90062931600104,-0.608365439827006,0.259285141865065,470
2.70152471963224,-0.558069075328122,0.244264194363033,471
2.48021642569981,-0.519446290864034,0.2112487426667,472
2.69099138415552,-0.551966991140218,0.259168965055525,473
2.26826364690865,-0.468952499006634,0.283116328630594,474
2.51060714968925,-0.506075358214749,0.213721658623537,475
2.70527681831576,-0.557349961758496,0.257609733821028,476
2.7166051095121,-0.567797601874371,0.221180765078045,477
2.07722746149777,-0.399819560590071,0.264256742182649,478
2.52941516411709,-0.523767288436794,0.259063956730812,479
2.64949229426471,-0.552964325577225,0.325632916092024,480
2.69866101215846,-0.570394015657067,0.27873016802213,481
3.02799773528237,-0.635785722491971,0.255022911592674,482
2.32153375299965,-0.465078465897152,0.243849520325352,483
2.94125026978048,-0.631205635984098,0.265731966306911,484
2.27023704543173,-0.464371310816883,0.223754442631476,485
2.28289644114995,-0.462240106435337,0.23575753255372,486
3.02838463492619,-0.640150093306551,0.23736278586712,487
2.85787335125389,-0.625024332419004,0.268067473874551,488
2.84703413529011,-0.623640357171564,0.267009839560114,489
2.94224733797188,-0.620430636973606,0.253947780918486,490
3.02413089642474,-0.663960611886641,0.266714909859217,491
2.82667338622811,-0.59541291129085,0.228043471386027,492
2.47165930049628,-0.519787667168586,0.230937441050521,493
2.8418889701914,-0.603583744309249,0.234494864629009,494
2.73470672506464,-0.574964336581729,0.260608341425474,495
2.30387041676365,-0.476261022349157,0.213727205493476,496
2.70753695928924,-0.571779400533425,0.231486740460741,497
2.76252823546077,-0.579542855128177,0.252248304403142,498
2.3198030597178,-0.469510616778459,0.259617096444244,499
2.90093780855576,-0.611929907846833,0.240084257267947,500
2.44138645521872,-0.494223525108837,0.247993591016913,501
2.29350625483999,-0.456862543817581,0.233496719269916,502
2.71662499842909,-0.573864523466111,0.280380443997903,503
2.32746559467198,-0.490270273370969,0.264539466831511,504
2.69345517341745,-0.56886320585549,0.252204543792902,505
2.62794264225472,-0.54213424126491,0.232876143342713,506
3.15546258687236,-0.671555330329337,0.28806937462515,507
2.84683275196515,-0.604080862439218,0.220552532009365,508
2.697072113217,-0.574653466012052,0.265440532519154,509
2.66489171280454,-0.54419976643016,0.285277459953681,510
2.32155726636027,-0.469577767460554,0.273391066220234,511
2.46135122273721,-0.512328872245716,0.243665657060012,512
3.12526564199993,-0.6815126459069,0.253710714939313,513
2.79666164800334,-0.593525558465981,0.22391647992148,514
2.76071234331628,-0.574487985725993,0.236158238229575,515
2.64659233457514,-0.552572551852782,0.227111657489016,516
2.23063621112042,-0.477567919685119,0.334945811087666,517
