"psi","e","iter"
0.564261318650588,0.3380538563016,150
0.566646306032402,0.428086795216043,151
0.591969582670152,0.396305561092953,152
0.438073407656614,0.43722172334831,153
0.554719308821779,0.348248346025406,154
0.562845457554981,0.334560626631,155
0.534223308692027,0.315122511365142,156
0.523588073000873,0.468030740347886,157
0.61640110829288,0.31090399231554,158
0.529406106608732,0.20427649954461,159
0.542786470615375,0.26988012604254,160
0.552194243599576,0.439275271430675,161
0.580211111638953,0.331574555497058,162
0.505011968008011,0.410034748179789,163
0.510374797832634,0.335867123592101,164
0.693136479510335,0.46266436960403,165
0.545115995412937,0.266615085500771,166
0.522745735957571,0.413030423075643,167
0.539679359091685,0.281517529971962,168
0.606722539196517,0.300778255792112,169
0.650944518509007,0.403603521982257,170
0.597176113659886,0.350587105344439,171
0.490155125527939,0.221980858967214,172
0.599134808781368,0.30248101706544,173
0.595823349612403,0.411174643199639,174
0.589823960631537,0.354677060761548,175
0.628598798725375,0.303650229316762,176
0.564235676332069,0.637052227285803,177
0.608409255328704,0.377453314710799,178
0.57777015311744,0.474817429863723,179
0.556309851373737,0.262838366217413,180
0.474494255596828,0.319664560647111,181
0.561477630403088,0.309222698847132,182
0.563590385180992,0.675705819407006,183
0.564775470042494,0.336620912597699,184
0.567776328909542,0.279296746948822,185
0.512883986367412,0.304312184181082,186
0.54088464222655,0.512014157691745,187
0.642867175722239,0.386262098055504,188
0.574541774495492,0.462972561714863,189
0.545715824555472,0.663384187527503,190
0.664752285009857,0.353250522603362,191
0.598954012968941,0.477845520619324,192
0.488879226036564,0.449472407949771,193
0.600240491296202,0.356797018450204,194
0.583458643765385,0.473086728981976,195
0.562160339382314,0.355698751502881,196
0.568831616417266,0.374331982322866,197
0.610065402849516,0.327264562885692,198
0.598950858644076,0.36108402382873,199
0.580058703495948,0.322957245762225,200
0.497869687388327,0.62388402613819,201
0.594468017855505,0.388359246067521,202
0.594761667594615,0.364707735171094,203
0.603170934104576,0.428082392867142,204
0.532715154284407,0.210363823555811,205
0.550712431569116,0.33425986807243,206
0.607541872196369,0.282539279766886,207
0.558957082716366,0.538610661187097,208
0.61150369663588,0.412859220644831,209
0.605001469433185,0.343013987105811,210
0.540772156382222,0.37745600948341,211
0.606934689208134,0.381023023180713,212
0.586973904922468,0.554787346998563,213
0.618708923568837,0.417169125129634,214
0.611055322075426,0.311217184873345,215
0.532103051093491,0.223606337634605,216
0.519123425292997,0.17557840099794,217
0.549262491718545,0.366854053538336,218
0.616779738247057,0.353466749348441,219
0.413831517223162,0.436947789543126,220
0.531435073097709,0.48329396573452,221
0.565854411415436,0.588756870520222,222
0.534974934460432,0.404758468763272,223
0.626282442948625,0.397295909075946,224
0.575506490495505,0.554093546153174,225
0.601321775445017,0.275396714177155,226
0.627580094407318,0.480834030639682,227
0.519262841530992,0.319774266055258,228
0.632757531152619,0.464162504634706,229
0.634794234065577,0.556688875690641,230
0.53231106483507,0.310624182003654,231
0.532715154284407,0.210363823555811,232
0.563083645781482,0.378277462196435,233
0.591204569696636,0.411331781432491,234
0.667554060483815,0.386744227239178,235
0.536280674366109,0.256082286149445,236
0.630257488712935,0.491170554212159,237
0.505908859930703,0.316996762978443,238
0.597139318220794,0.283062921480363,239
0.584892442989229,0.309238201296357,240
0.56887747658629,0.329157532725873,241
0.624112971028045,0.33717494110074,242
0.59882753019735,0.31770730843696,243
0.51855560790224,0.365607837888549,244
0.60987753329099,0.356124786762971,245
0.593932024622031,0.374122989604168,246
0.536037477414891,0.331762886062936,247
0.602625923843808,0.319525187740462,248
0.587346079996698,0.320372605442423,249
0.617346717221162,0.402290438738889,250
0.600085860159594,0.344071350262074,251
0.565675408617299,0.3128416091372,252
0.558740200493256,0.414667496060516,253
0.599834247028985,0.391022245108433,254
0.572759460726345,0.305379551457477,255
0.614542422902773,0.467524690349585,256
0.59325315964647,0.509607547131858,257
0.601720650064827,0.425994330270226,258
0.471998701358323,0.215175604143076,259
0.527119394000417,0.477501435971069,260
0.589364772314741,0.51896467968041,261
0.590262610314497,0.384504905282842,262
0.566014706034625,0.286868675791085,263
0.613396202117853,0.40525564665225,264
0.533876226294203,0.251627281956459,265
0.586309022699441,0.502862892056979,266
0.642060520342128,0.412263839674454,267
0.540096123483265,0.421928344789439,268
0.567131573077345,0.440044313470432,269
0.676376349793026,0.514034367156817,270
0.405351201671706,0.350224839132607,271
0.567442507744764,0.397185414642998,272
0.595265286608313,0.377946279189433,273
0.572824246555952,0.503172556856606,274
0.487472978159239,0.323959807037491,275
0.605177603864342,0.368738279953387,276
0.536989527656148,0.37264976398137,277
0.577886181629475,0.257374106647614,278
0.574301398183475,0.30590840311352,279
0.477841980523952,0.281120293985655,280
0.558384044608634,0.287847984427765,281
0.537390224139779,0.20975112236901,282
0.538522489913846,0.355236498237142,283
0.580359004077181,0.269315625478,284
0.566106326226971,0.371643069122616,285
0.58459927044441,0.401047375735455,286
0.574725976940674,0.355657128950916,287
0.515035717982169,0.367083106549255,288
0.579214321832867,0.185751573940592,289
0.450902526614266,0.408777874827977,290
0.56294395278556,0.279645620458235,291
0.563380066798061,0.36826553570701,292
0.577586624454248,0.305730350173352,293
0.598502858458449,0.426702081865227,294
0.681559295907728,0.44102508549654,295
0.628233934615016,0.678074041210114,296
0.61984546916155,0.409887249395032,297
0.551379647760464,0.29701985325175,298
0.554586536174159,0.274014427889636,299
0.680674007223767,0.421296602807779,300
0.582137724726934,0.356699096002661,301
0.495981769469358,0.30142441260439,302
0.568303739589384,0.256845412385237,303
0.459456136648052,0.279678417102284,304
0.441395348314102,0.27817150651678,305
0.604986359048897,0.313551701236926,306
0.628802922030999,0.529466604744633,307
0.41374865317351,0.449399918315862,308
0.494074396381567,0.293942895853677,309
0.54404489948133,0.212918612968893,310
0.557722089868004,0.668928049342248,311
0.458406835646813,0.195498425116773,312
0.526820733210488,0.384735597682215,313
0.679335300541497,0.348545822126989,314
0.591508634181462,0.510522048426544,315
0.557462420851571,0.339755234079511,316
0.592603345475416,0.426788074952711,317
0.529320557531473,0.299824721236987,318
0.588693626714136,0.314302976865835,319
0.524249367360228,0.399916095303295,320
0.574515852872822,0.309545147230871,321
0.521117531293702,0.244889146213897,322
0.544764452698452,0.448025437665735,323
0.580873827302308,0.431356263327151,324
0.62871340671174,0.661931814806626,325
0.535035807105652,0.325860357540696,326
0.624273459713505,0.270890172966172,327
0.599517471944545,0.285435592682074,328
0.543384979911927,0.290720995585355,329
0.572759018250501,0.268194147950705,330
0.575764710763809,0.309832295289482,331
0.560661700295038,0.390285700854581,332
0.539495941812023,0.360103344965185,333
0.604156540703365,0.234204452212122,334
0.470094408175373,0.409343237453917,335
0.500750266911337,0.374465203289659,336
0.592297036885816,0.345061963485438,337
0.528153296913262,0.369868584280279,338
0.550785480352458,0.377690863686685,339
0.55226476328926,0.40863340794116,340
0.583174708993132,0.254325293572302,341
0.570757449524458,0.465364050918675,342
0.506828847737659,0.355409983216201,343
0.608424599452726,0.357635917383111,344
0.590038848225269,0.292986920202377,345
0.507263788028629,0.316617288758875,346
0.627470006009353,0.451699434577834,347
0.541233020233909,0.28668345893311,348
0.560122197774242,0.26188983092218,349
0.56350960566563,0.304573639577538,350
0.623912259239058,0.31236378240404,351
0.517981626097585,0.394300853219432,352
0.649809966840348,0.579584230128789,353
0.560122197774242,0.26188983092218,354
0.606150653052093,0.439524804430988,355
0.628794490428412,0.375343211596635,356
0.644402848312898,0.426290136172285,357
0.573315945062073,0.438431925283707,358
0.527482985611547,0.422269580430798,359
0.561966864009433,0.554125914174817,360
0.542329644540706,0.382219417552375,361
0.567176193442464,0.357054127592398,362
0.578841869598773,0.29895851083972,363
0.496116006046482,0.325037934553011,364
0.533345071108227,0.375457213894819,365
0.55928637648859,0.265339802377217,366
0.509260900224309,0.238822467090431,367
0.608770652723517,0.259863083623243,368
0.491941645721849,0.421006520273209,369
0.546330330857076,0.323164517590729,370
0.602906082747228,0.314028517634678,371
0.561198879691848,0.487527766810412,372
0.573198851508024,0.246238953009372,373
0.480144517869091,0.378265133541551,374
0.565759450519439,0.456827686384162,375
0.551364623240404,0.408704679089816,376
0.628364380850312,0.395065676194594,377
0.559275282564887,0.381323928924675,378
0.49132033332594,0.274167799294687,379
0.503119547662088,0.261893709981515,380
0.605762356480719,0.401032907120689,381
0.515942746972566,0.355032399450219,382
0.542901804469177,0.316878008948867,383
0.545123979544223,0.327274957445175,384
0.571213172431436,0.297528796682022,385
0.584311845637857,0.334358432868069,386
0.512371330054554,0.338005421533309,387
0.546226304571246,0.285082067433643,388
0.598007849087302,0.385304962275134,389
0.562761421273829,0.441562962325453,390
0.650980254124285,0.419959129484968,391
0.553806166031369,0.384953191837451,392
0.590868220955709,0.352081446303616,393
0.592041628015453,0.406695352958716,394
0.564309125296968,0.358721076828259,395
0.541312003705882,0.305708645941128,396
0.562217294102226,0.311873300412355,397
0.441395348314102,0.27817150651678,398
0.520905657186301,0.419938010239114,399
0.519675111809439,0.334744274579133,400
0.61971781011988,0.384195285232149,401
0.584064434074066,0.359560925806874,402
0.612624000041371,0.555517266389192,403
0.580145616974468,0.456694077893344,404
0.537060379702891,0.459272425762596,405
0.561236971975199,0.361484577491062,406
0.605769517213403,0.249644138008809,407
0.624532213972721,0.401497849779712,408
0.524708686390026,0.357831916249796,409
0.498884166255049,0.316379821667633,410
0.482827818744034,0.374328407915117,411
0.582913508048115,0.280589350777948,412
0.640244810925134,0.36898546946403,413
0.603383873116392,0.386415487182128,414
0.497659740394457,0.32496118538339,415
0.559465436202248,0.242574912736895,416
0.550347168659603,0.33573938151308,417
0.535995393803286,0.200305396332389,418
0.58074650896069,0.390770418365327,419
0.533009645881791,0.52053881184326,420
0.549589071617204,0.29363164531551,421
0.494720227627194,0.358530307708221,422
0.587343557821192,0.391716893044856,423
0.578384900194036,0.379602108992806,424
0.592249021406853,0.477443674371324,425
0.604749415727808,0.30785777833308,426
0.594317991529427,0.289196480700241,427
0.564992998436042,0.306807794028978,428
0.560888198939371,0.302155445360457,429
0.532385926249024,0.345928785401525,430
0.490037607347515,0.444587135305792,431
0.501215353367396,0.454222800254309,432
0.559472033978396,0.260855760329054,433
0.539972815735362,0.252596166804026,434
0.56462510936824,0.347180487792262,435
0.512990354828385,0.38697306593604,436
0.526628060087376,0.397412810421416,437
0.645453431147787,0.468087578974828,438
0.660359056398143,0.514122774751117,439
0.552790246167514,0.309058712620253,440
0.653889551751549,0.309149814105568,441
0.491854116056885,0.501330496583274,442
0.57663929006563,0.335694247205331,443
0.612478696485751,0.342219506948003,444
0.571421528164131,0.692313593000886,445
0.490012480107268,0.454288108221972,446
0.66697185262504,0.502268334034923,447
0.530928253259221,0.317040532725769,448
0.576330076610929,0.441386009834134,449
0.544071881812731,0.378887653329754,450
0.657384663664308,0.588198173435688,451
0.566299848122312,0.493254023271784,452
0.512676950750943,0.285468902740256,453
0.504881267643244,0.365005560232009,454
0.591313668301082,0.367978934461908,455
0.554211769264926,0.289310187519283,456
0.5418031187579,0.301275453591125,457
0.589105433239189,0.349703264903246,458
0.52411104145105,0.286976986632012,459
0.600761082266431,0.316325294370441,460
0.581892750701029,0.362263098268901,461
0.575641753765548,0.20800889040103,462
0.558517520856364,0.40806362597805,463
0.591737286095729,0.255151514655031,464
0.643731544598537,0.313563200872638,465
0.654403888880856,0.506305865264468,466
0.562238544702034,0.279223423300198,467
0.646050883115241,0.59265965845883,468
0.582052514686997,0.467764088885279,469
0.530021154471841,0.319611870146699,470
0.504411340248673,0.37344964837311,471
0.576711461651351,0.291228333055319,472
0.575764710763809,0.309832295289482,473
0.638692261380355,0.396935092536498,474
0.472619621532607,0.447340242325068,475
0.539549495491364,0.318462987176575,476
0.553804516144957,0.472202779782888,477
0.496688320733823,0.281850381502253,478
0.583983712282283,0.351434722832129,479
0.624060977661382,0.513712959837622,480
0.517940359281423,0.255543145845412,481
0.554879897115629,0.279863799711866,482
0.56190341967955,0.524513170093632,483
0.612602346828738,0.365482084351358,484
0.643981187335376,0.278377020656661,485
0.627450575110132,0.514068704268074,486
0.610535970895081,0.39094055627233,487
0.556306697524322,0.305322005213088,488
0.589694828672532,0.429500571598929,489
0.641580301807809,0.238501124218788,490
0.533029337452841,0.25645979537808,491
0.561534963097081,0.417423707529202,492
0.534452285654457,0.31509286794251,493
0.615053366791366,0.50708400083462,494
0.552577024050431,0.311807143256609,495
0.582369637814918,0.302867734251558,496
0.537715157459678,0.236370983801294,497
0.46138792215256,0.332268417244566,498
0.598950858644076,0.36108402382873,499
0.608162811068992,0.360799827946824,500
0.510382743473148,0.310572917135597,501
0.551500150641209,0.349210423167314,502
0.537468681465963,0.29328703796222,503
0.513015014995715,0.233599507136864,504
0.614525223276238,0.374484860759665,505
0.576216648367487,0.316148399901946,506
0.56842876917536,0.283359584347376,507
0.580211111638953,0.331574555497058,508
0.603783704678093,0.553074400412167,509
0.610015950322665,0.401514511657395,510
0.494235929605537,0.373566516827807,511
0.507622544811162,0.444913134185189,512
0.570231739503054,0.458189305241572,513
0.593025598276249,0.363195604093071,514
0.546668675456232,0.245012564529745,515
0.573244903077941,0.391186795288986,516
0.587158199065315,0.361255094816105,517
0.625182618012389,0.275612690090896,518
0.58627202146019,0.594223888044053,519
0.548375897247542,0.37857848445254,520
0.516301803520903,0.328442210371874,521
0.544470267365991,0.430285717728847,522
0.566362006596911,0.456722620745585,523
0.485526502994072,0.363661923400778,524
0.531300439688915,0.362141456307669,525
0.594628077494488,0.305410197160476,526
0.617602224495861,0.548733881370362,527
0.582306051153088,0.455600706640839,528
0.578318277366459,0.425435184399634,529
0.607839034069347,0.233714596818859,530
0.5818055721781,0.355939520347092,531
0.588555727928942,0.439383408222339,532
0.499421568903914,0.344583950678055,533
0.623784222912566,0.443184415196065,534
0.612463780463558,0.463712579616177,535
0.548778947338329,0.256521817554783,536
0.521153431585754,0.318971702640203,537
0.509772352843971,0.335821006855539,538
0.539799403811976,0.265439891495686,539
0.587595456410118,0.388354974561539,540
0.591261938813124,0.340172146640069,541
0.592042156082968,0.418757939989053,542
0.546137239368229,0.263177747857098,543
0.463709536359475,0.402026929100402,544
0.628796011086142,0.33812704286619,545
0.613117498563373,0.490426011094382,546
0.618484313232977,0.328783495317655,547
0.567696355285211,0.513992825824568,548
0.490037607347515,0.444587135305792,549
0.595898668543879,0.409102842119601,550
0.574072979565716,0.428938462362686,551
0.605769271915008,0.65837828547419,552
0.467946200101324,0.406042145536777,553
0.620017262814024,0.277845629127791,554
0.612205610213649,0.242139704283345,555
0.584533948847729,0.290633538068041,556
0.536770604981522,0.448228995273417,557
0.553536386531852,0.403400372686373,558
0.588277327809926,0.370027558043203,559
0.57322086831128,0.210405084491835,560
0.553850658602701,0.311609529733256,561
0.592378948973745,0.363134958569707,562
0.649558878303981,0.341330100157971,563
0.542663388076427,0.335149496994668,564
0.58451142173618,0.428047922288085,565
0.553578040421894,0.501286046865603,566
0.509312729911958,0.570200881681018,567
0.646734768819064,0.267309843025828,568
0.613735192717493,0.507284313518894,569
0.542329644540706,0.382219417552375,570
0.638572370369221,0.358537280535733,571
0.536364160211593,0.403247458222326,572
0.582729790002933,0.294774965365896,573
0.599925192680597,0.320169174696884,574
0.5576269460264,0.219091643122518,575
0.498307601429907,0.312100316532105,576
0.596836812069449,0.355199656818957,577
0.581529500803775,0.323913082876507,578
0.541542960825693,0.403191239051978,579
0.569859978883951,0.300887747359004,580
0.586125718965757,0.543242995333912,581
0.570797294210402,0.397790410547775,582
0.583814529030578,0.245821229047019,583
0.633024805776275,0.331241956430954,584
0.54305197949991,0.472690596311524,585
0.468617202584788,0.426161398518438,586
0.611134872255935,0.349078665514653,587
0.595711240785019,0.312810625925763,588
0.585218981728123,0.364382177096696,589
0.614635836306419,0.276093216478569,590
0.592560284698196,0.297783607284515,591
0.536447289235333,0.410796410129628,592
0.643558521666464,0.462890341277609,593
0.591955929621626,0.353063873877628,594
0.584287894679088,0.287543535968394,595
0.556082828386433,0.525043469736981,596
0.565563642795104,0.478578773859855,597
0.598344047134452,0.493542788092259,598
0.553362971267453,0.31400584134934,599
0.615788593207508,0.295554197240122,600
0.521199929583762,0.34433275994208,601
0.601128152525599,0.37566034055583,602
0.543899191487923,0.366292962745379,603
0.548933303617553,0.411283041249659,604
0.601917335516267,0.266746062957917,605
0.564968623175363,0.346863751344353,606
0.592314424276312,0.360211269852662,607
0.51550240529547,0.427221525609413,608
0.649558878303981,0.341330100157971,609
0.575999841396101,0.352506752945965,610
0.548668935016211,0.313225888536805,611
0.621393520511745,0.340159552892749,612
0.596607424420451,0.232584577350209,613
0.546024373609715,0.486706962830189,614
0.558158811815318,0.415324030060026,615
0.575095514385966,0.22903344649549,616
0.600774070794249,0.334798120528999,617
0.553618909730279,0.303631901142774,618
0.568645101872356,0.373114491712703,619
0.520907803177792,0.286569136211497,620
0.511311627522223,0.281077644511372,621
0.51521788333162,0.342350717398952,622
0.552153352851616,0.418823118442724,623
0.511663057338712,0.487527942978052,624
0.580808193238948,0.345077726764103,625
0.607704317672674,0.396585927274187,626
0.563026610247765,0.278482892006303,627
0.560782063866217,0.332471163548466,628
0.463211796276751,0.262166873449598,629
0.554475867628878,0.297972280477757,630
0.556121708523217,0.267836564641407,631
0.562115605385668,0.35233918897366,632
0.609630913939565,0.376111972786769,633
0.523596708893511,0.407654051527641,634
0.594474095620502,0.265170771703127,635
0.551383663636517,0.383392505911483,636
0.529344459833652,0.480703374726862,637
0.620581094301604,0.333028827808416,638
0.598573094151164,0.363963004708383,639
0.625748298235215,0.467173897509433,640
0.529777499104438,0.677089093703056,641
0.541605200795247,0.561537702132223,642
0.608363599209721,0.456853324529283,643
0.542690003075284,0.270229354368855,644
0.534412005250294,0.366608757623762,645
0.503925426792298,0.315351602840812,646
0.584638322479173,0.361439368346774,647
0.576185018365933,0.253372806542925,648
0.578627093742681,0.396717949432123,649
0.485575059863566,0.248985303561255,650
0.568853254884704,0.19001433867202,651
0.56764366348711,0.392682956801513,652
0.588735982208972,0.2542311961111,653
0.522146823853328,0.284988684211898,654
0.564732586486821,0.431808796406224,655
0.490655151242791,0.366774743464589,656
0.512542601110386,0.386178820341839,657
0.626182513994973,0.453698321994721,658
0.616770078241941,0.325432816529485,659
0.521790938638802,0.254276143616572,660
0.56052663217858,0.205732682023844,661
0.529773942038963,0.230060120948727,662
0.535588256818069,0.397000241644961,663
0.626375668561446,0.346113761780351,664
0.546869792458834,0.306630702520529,665
0.521166174176394,0.292974800858457,666
0.579588184438648,0.339452663886682,667
0.654228870309707,0.33435039454886,668
0.555530714251484,0.438825424485083,669
0.586309913471612,0.464999391709192,670
0.46636492085761,0.289181913095427,671
0.62739540903813,0.571415618538406,672
0.604557759748731,0.369903506129455,673
0.609433215252597,0.441123976168582,674
0.506252844067643,0.369287749316418,675
0.561332700580068,0.198652751925997,676
0.654855390993004,0.494532312518983,677
0.603468764612745,0.33892682955369,678
0.539113208390732,0.315301718199153,679
0.680702602483865,0.39415725927916,680
0.562243920155719,0.324746011952888,681
0.460916970537107,0.328912870506242,682
0.614635836306419,0.276093216478569,683
0.649738989748282,0.436543027414706,684
0.575095514385966,0.22903344649549,685
0.551203900061315,0.403425702878443,686
0.560358956468774,0.291877123059303,687
0.564499986989655,0.207388806341333,688
0.533537319967305,0.31842098707885,689
0.595367029671326,0.597496316577607,690
0.520802027879415,0.315080334668939,691
0.580404745384384,0.638208488334564,692
0.540647252470971,0.306201226189011,693
0.571453288104049,0.321468338490718,694
0.654264034212156,0.328730007465857,695
0.558932680240034,0.278296597234027,696
0.535622953697791,0.393850264652806,697
0.578160066184016,0.277260969330048,698
0.555834780517903,0.393255308686335,699
0.589811167526933,0.380205694311546,700
0.537100097763847,0.411074975997112,701
0.502091658220057,0.311075180070728,702
0.6075503097806,0.394933644973807,703
0.629408467723785,0.33378681692185,704
0.595898668543879,0.409102842119601,705
0.576975163265341,0.205150185551367,706
0.536770604981522,0.448228995273417,707
0.576494830757106,0.366974178612484,708
0.492192452099014,0.422117148023758,709
0.593785188489614,0.308835356574658,710
0.584287894679088,0.287543535968394,711
0.513075092641527,0.332212894381069,712
0.586822614533819,0.556259695490294,713
0.562731735054022,0.445738153438807,714
0.583641313423814,0.296163108060067,715
0.57447962229015,0.356188325396478,716
0.58411920677362,0.702808764461925,717
0.533287333661183,0.320675087091382,718
0.578284701834666,0.309228864817011,719
0.565709533355493,0.335755749476187,720
0.558229546512103,0.430122386869267,721
0.568684717461797,0.381761383898866,722
0.515688658118024,0.365728062578336,723
0.634232786961869,0.462986860961491,724
0.578497928510277,0.30449906251783,725
0.471436006275143,0.276726163211002,726
0.559175019876521,0.325048986526069,727
0.480710375321755,0.261291057331515,728
0.675309129378823,0.534057888981055,729
0.571576616006623,0.241689317124662,730
0.627059969098772,0.367876913014256,731
0.506788642949443,0.33233782070578,732
0.574915196589042,0.382200711308154,733
0.506950507446198,0.375527281783184,734
0.558011390313811,0.342601746900245,735
0.627631942065309,0.359730390921233,736
0.534328449691827,0.315447662223545,737
0.484385102632706,0.295643543579184,738
0.56848443286909,0.358793633683941,739
0.546130844176393,0.302785822100572,740
0.631217456456871,0.372468381452437,741
0.596352665619857,0.343667520396842,742
0.645795394585417,0.374614574426398,743
0.531299443476217,0.313994789951924,744
0.547079974989393,0.354425382925375,745
0.472732771208765,0.418112942598297,746
0.572973188548479,0.465701596786108,747
0.562764466992344,0.427255091127764,748
0.599689988203179,0.468804062341146,749
0.578239704370053,0.262734718996012,750
0.546968724823543,0.524146057075909,751
0.464978837364916,0.414580880583414,752
0.511981220673562,0.259179000425526,753
0.381389236934121,0.396411039165007,754
0.575480324072672,0.483630029421936,755
0.594103492297797,0.452615427754939,756
0.643466326607022,0.446592685787989,757
0.60629708164175,0.318833390874574,758
0.530047370729647,0.356121702394807,759
0.608886375491448,0.562899768798365,760
0.55585768118614,0.381403738535839,761
0.60426545958393,0.34973636256698,762
0.613976224503234,0.397974153741324,763
0.463222201102618,0.383416261311143,764
0.559175019876521,0.325048986526069,765
0.481136986063945,0.376815412642326,766
0.606799571506177,0.43547129161619,767
0.422368335743555,0.394531587627068,768
0.622125845867028,0.42559944376222,769
0.599570221695165,0.366822483960532,770
0.566486254311654,0.432636266305867,771
0.526594498523671,0.478664645685651,772
0.514681377076045,0.406210512133612,773
0.578240474517538,0.549722265173483,774
0.569293024155843,0.658656408680254,775
0.556679511802718,0.263801486155817,776
