"source","idPlot","longitude","latitude","volume","omegaTot"
"RadamBrasil","SA20YD/RB/A.209",-64.1388888888889,-3.6725,80.63,1
"RadamBrasil","SA20ZC/RB/A.205",-62.8541666666667,-3.89055555555556,77.34,0.620377553659167
"RadamBrasil","SA20ZC/RB/A.96",-62.1011111111111,-3.68583333333333,53.73,1
"RadamBrasil","SA21VB/RB/A.35",-57.4483333333333,-0.811944444444444,101.85,0.908100147275405
"RadamBrasil","SA21XD/RB/A.67",-55.3697222222222,-1.82361111111111,97.67,1
"RadamBrasil","SA22XA/RB/A.32",-49.7227777777778,-0.798055555555556,84.7537,0.983896868219323
"RadamBrasil","SA22XA/RB/A.35",-50.1697222222222,-0.738611111111111,119.1649,0.970727957645246
"RadamBrasil","SA22XC/RB/A.8",-50.5655555555556,-1.41888888888889,57.7379,0.949811129258251
"RadamBrasil","SA22XC/RB/A.9",-50.4036111111111,-1.41611111111111,116.333,0.960638855698727
"RadamBrasil","SB19VA/RB/A.62",-71.6005555555555,-4.84472222222222,71.6,0.837709497206704
"RadamBrasil","SB19VC/RB/A.101",-71.9627777777778,-5.20527777777778,49.23,0.928092626447288
"RadamBrasil","SB19XB/RB/A.34",-66.8430555555556,-4.43833333333333,64.97,1
"RadamBrasil","SB19YA/RB/A.103",-71.1958333333333,-6.94666666666667,89.19,1
"RadamBrasil","SB19YA/RB/A.104",-71.0041666666667,-6.79194444444444,45.97,1
"RadamBrasil","SB19YA/RB/A.105",-70.7433333333333,-6.78666666666667,96.56,0.956089478044739
"RadamBrasil","SB19YB/RB/A.107",-69.9016666666667,-6.75722222222222,35.9,0.908356545961003
"RadamBrasil","SB19YB/RB/A.109",-69.2088888888889,-6.60638888888889,60.96,0.95997375328084
"RadamBrasil","SB19YB/RB/A.160",-69.7705555555556,-6.55777777777778,85.67,0.928679817905918
"RadamBrasil","SB19YB/RB/A.49",-70.0694444444444,-6.89722222222222,83.36,0.9864443378119
"RadamBrasil","SB19ZD/RB/A.119",-66.4988888888889,-7.66527777777778,50.11,0.356815006984634
"RadamBrasil","SB19ZD/RB/A.55",-66.9797222222222,-7.67472222222222,81.79,0.978236948282186
"RadamBrasil","SB19ZD/RB/A.56",-67.1013888888889,-7.71888888888889,106.29,0.932166713707781
"RadamBrasil","SB20XA/RB/A.109",-62.225,-4.48777777777778,38.54,1
"RadamBrasil","SB20YA/RB/A.63",-65.9119444444444,-6.23777777777778,90.15,0.973044925124792
"RadamBrasil","SB20YA/RB/A.65",-65.2811111111111,-6.57611111111111,91.94,1
"RadamBrasil","SB20YC/RB/A.185",-64.8808333333333,-7.32916666666667,37.3,0.876943699731903
"RadamBrasil","SB20YC/RB/A.88",-65.3677777777778,-7.02277777777778,64.05,1
"RadamBrasil","SB20YD/RB/A.201",-63.9855555555556,-7.06722222222222,88.79,0.964860907759883
"RadamBrasil","SB20ZA/RB/A.70",-61.5261111111111,-6.15833333333333,55.92,0.880722460658083
"RadamBrasil","SB20ZA/RB/A.76",-61.8338888888889,-6.95111111111111,106.58,0.856258209795459
"RadamBrasil","SB20ZC/RB/A.150",-61.6288888888889,-7.75111111111111,59.42,0.879670144732413
"RadamBrasil","SB20ZD/RB/A.163",-61.3227777777778,-7.82666666666667,137.07,0.978915882395856
"RadamBrasil","SB20ZD/RB/A.166",-60.8269444444445,-7.89972222222222,172.35,0.958920800696258
"RadamBrasil","SB21VD/RB/A.77",-57.6283333333333,-5.95666666666667,71.37,0.719069637102424
"RadamBrasil","SB21XA/RB/A.68",-56.3747222222222,-4.62166666666667,11.24,0.847864768683274
"RadamBrasil","SB21XB/RB/A.99",-54.9661111111111,-4.15416666666667,120.213520004543,0.980451450053944
"RadamBrasil","SB21XC/RB/A.103",-55.745,-5.80138888888889,30.56,1
"RadamBrasil","SB21XD/RB/A.102",-54.9475,-5.04944444444444,58.05,0.917484926787252
"RadamBrasil","SC19VC/RB/A.13",-71.1955555555556,-9.1375,105.17,0.966340211086812
"RadamBrasil","SC19XB/RB/A.100",-66.9991666666667,-8.15833333333333,100.31,1
"RadamBrasil","SC19XB/RB/A.119",-66.0466666666667,-8.58027777777778,50.85,1
"RadamBrasil","SC19XB/RB/A.98",-67.3716666666667,-8.8175,20.83,0.850216034565531
"RadamBrasil","SC19XC/RB/A.105",-68.7766666666667,-9.67277777777778,125.43,0.66084668739536
"RadamBrasil","SC19XC/RB/A.64",-68.9402777777778,-9.885,95,0.246736842105263
"RadamBrasil","SC19YB/RB/A.45",-69.5772222222222,-10.3047222222222,74.24,0.80401400862069
"RadamBrasil","SC20VB/RB/A.51",-63.1680555555556,-8.23444444444444,96.95,0.9426508509541
"RadamBrasil","SC20VC/RB/A.69",-65.2788888888889,-9.86694444444444,85.69,0.912008402380675
"RadamBrasil","SC20XB/RB/A.17",-60.8680555555556,-8.12611111111111,83.27,0.902125615467756
"RadamBrasil","SC20XB/RB/A.199",-61.1641666666667,-8.58694444444444,108.19,0.884739809594232
"RadamBrasil","SC20XC/RB/A.18",-62.3086111111111,-9.24777777777778,90.68,0.872629025143361
"RadamBrasil","SC20XD/RB/A.167",-61.4647222222222,-9.06722222222222,92.32,0.954722703639515
"RadamBrasil","SC20XD/RB/A.169",-61.4569444444444,-9.15388888888889,101.54,0.863305101437857
"RadamBrasil","SC20XD/RB/A.20",-60.7963888888889,-9.56194444444444,55.77,0.849560695714542
"RadamBrasil","SC20ZB/RB/A.36",-61.2780555555556,-10.3427777777778,79.23,0.753250031553704
"RadamBrasil","SC20ZC/RB/A.141",-62.3741666666667,-11.0488888888889,48.8,0.730532786885246
"RadamBrasil","SC20ZC/RB/A.145",-61.9694444444444,-11.8327777777778,106.78,0.897546356995692
"RadamBrasil","SC20ZC/RB/A.147",-61.8027777777778,-11.9522222222222,71.23,0.534606205250597
"RadamBrasil","SC21VB/RB/A.7",-57.6747222222222,-8.48416666666667,49.0417,0.884537036848233
"RadamBrasil","SC21VC/RB/A.229",-58.5641666666667,-9.42638888888889,57.7546,0.848318575490091
"RadamBrasil","SC21VC/RB/A.253",-59.3880555555556,-9.79444444444444,40.8653,0.887623484961569
"RadamBrasil","SC21VD/RB/A.289",-57.9722222222222,-9.41166666666667,60.0386,1
"RadamBrasil","SC21VD/RB/A.77",-57.4038888888889,-9.83388888888889,38.4957,0.938936037011926
"RadamBrasil","SC21XD/RB/A.297",-54.0194444444444,-9.37416666666667,47.4432,0.809882132739781
"RadamBrasil","SC21XD/RB/A.298",-54.2238888888889,-9.69277777777778,79.3774,1
"RadamBrasil","SC21YA/RB/A.301",-58.9913888888889,-10.0111111111111,170.1324,0.980559258553926
"RadamBrasil","SC21YA/RB/A.350",-58.9886111111111,-10.0211111111111,115.9348,0.948534866148904
"RadamBrasil","SC21YA/RB/A.364",-58.9883333333333,-10.0261111111111,74.5381,0.925265065785149
"RadamBrasil","SC21YA/RB/A.378",-58.9880555555556,-10.0261111111111,68.8819,0.948241845825972
"RadamBrasil","SC22VA/RB/A.2",-53.8402777777778,-8.83194444444444,105.3364,0.961923893355004
"RadamBrasil","SC22VB/RB/A.60",-51.9694444444444,-8.92944444444444,19.8476,0.756071263024245
"RadamBrasil","SC22YB/RB/A.133",-52.4591666666667,-10.7458333333333,39.1234,0.913031587234238
"RadamBrasil","SC22YB/RB/A.134",-52.4780555555556,-10.8922222222222,40.8417,0.950898224118976
"RadamBrasil","NA19YB/RB/A.93",-69.8169444444444,1.70141666666667,66.23,0.380039257134229
"RadamBrasil","NA20VB/RB/A.76",-63.435,3.32094444444444,106,0.970377358490566
"RadamBrasil","NA20VB/RB/A.89",-63.5991666666667,3.01583333333333,40.77,0.792739759627177
"RadamBrasil","NA20VD/RB/A.86",-63.8186111111111,2.79636111111111,42.18,1
"RadamBrasil","NA20VD/RB/A.88",-63.9466666666667,2.91772222222222,49.69,0.975649023948481
"RadamBrasil","NA20XC/RB/A.10",-62.5894444444444,2.68525,37.11,1
"RadamBrasil","NA20XC/RB/A.51",-62.8136111111111,2.70708333333333,43.49,1
"RadamBrasil","NA20ZA/RB/A.22",-62.3527777777778,1.758,60.85,0.97189811010682
"RadamBrasil","NA20ZA/RB/A.25",-62.8005555555556,1.50044444444444,87.6,0.98162100456621
"RadamBrasil","NA21YB/RB/A.27",-58.3602777777778,1.08697222222222,27.05,1
"RadamBrasil","NA21YB/RB/A.28",-58.3619444444444,1.08147222222222,26.05,0.462188099808061
"RadamBrasil","NA21YB/RB/A.62",-57.1544444444444,1.79741666666667,92.62,0.845929604836968
"RadamBrasil","NA21YB/RB/A.65",-57.7575,1.44527777777778,50.47,1
"RadamBrasil","NA21ZA/RB/A.53",-56.8427777777778,1.32711111111111,112.71,0.977109395794517
"RadamBrasil","NA21ZA/RB/A.57",-56.9455555555556,1.89558333333333,129.73,0.950975102135204
"RadamBrasil","NA21ZC/RB/A.67",-56.8716666666667,0.623777777777778,79.39,0.963597430406852
"RadamBrasil","NA22YB/RB/A.28",-51.9761111111111,1.3515,224.2086,0.94534197171741
"RadamBrasil","NA22YB/RB/A.29",-52.3144444444444,1.17972222222222,150.3802,1
"RadamBrasil","NA22YD/GB/A.4",-52.3094444444444,0.69375,630.807136542351,0.714360397081679
"RadamBrasil","SA19VD/RB/A.123",-69.1527777777778,-1.70083333333333,36.09,1
"RadamBrasil","SA19XD/RB/A.20",-66.4188888888889,-1.69694444444444,47.75,0.923350785340314
"RadamBrasil","SA19ZA/RB/A.60",-67.5583333333333,-2.74111111111111,61.33,0.637371596282407
"RadamBrasil","SA19ZA/RB/A.63",-67.8819444444444,-2.93861111111111,39.2,0.935459183673469
"RadamBrasil","SA19ZC/RB/A.82",-68.8347222222222,-3.49027777777778,137.31,0.983905032408419
"RadamBrasil","SA20YA/RB/A.40",-65.0747222222222,-2.16527777777778,77.77,0.780763790664781
"RadamBrasil","SA20YC/RB/A.111",-65.9441666666667,-3.14416666666667,128.14,0.914780708599969
"RadamBrasil","SA20ZB/RB/A.53",-60.0402777777778,-2.29,82.87,0.977675877881018
"RadamBrasil","SA21VB/RB/A.7",-57.0586111111111,-0.482222222222222,70.3,0.958748221906117
"RadamBrasil","SA21VD/RB/A.124",-58.27,-1.91583333333333,28.74,1
"RadamBrasil","SA21XA/RB/A.52",-56.0188888888889,-0.968333333333333,142.23,0.819166139351754
"RadamBrasil","SA21YB/RB/A.75",-57.5577777777778,-2.35222222222222,177.24,0.80416384563304
"RadamBrasil","SB18ZC/RB/A.69",-73.8119444444444,-7.62194444444444,111.81,0.862266344691888
"RadamBrasil","SB19VA/RB/A.63",-71.5372222222222,-4.745,54.13,0.713467578052836
"RadamBrasil","SB19XA/RB/A.4",-68.5733333333333,-4.80472222222222,88.69,0.890404780696809
"RadamBrasil","SB19XA/RB/A.78",-68.5488888888889,-4.47361111111111,44.71,0.960187877432342
"RadamBrasil","SB19XA/RB/A.83",-68.2241666666667,-4.63,70.79,0.7410651221924
"RadamBrasil","SB19YB/RB/A.110",-69.1463888888889,-6.52333333333333,48.37,1
"RadamBrasil","SB19YB/RB/A.163",-69.4322222222222,-6.50916666666667,60.29,0.973959197213468
"RadamBrasil","SB19ZA/RB/A.112",-68.4016666666667,-6.54083333333333,55.51,1
"RadamBrasil","SB19ZD/RB/A.120",-66.6275,-7.645,161.07,0.994660706525113
"RadamBrasil","SB19ZD/RB/A.122",-67.0325,-7.8175,103.16,0.977898410236526
"RadamBrasil","SB19ZD/RB/A.123",-67.1544444444445,-7.855,86.27,0.889880607395387
"RadamBrasil","SB19ZD/RB/A.57",-67.1591666666667,-7.29972222222222,114.67,0.980378477369844
"RadamBrasil","SB20VD/RB/A.37",-63.095,-5.5525,68.29,0.81388197393469
"RadamBrasil","SB20XC/RB/A.226",-62.9444444444444,-5.20305555555556,49.78,0.814383286460426
"RadamBrasil","SB20YD/RB/A.189",-63.0133333333333,-7.39666666666667,140.39,0.95761806396467
"RadamBrasil","SB20ZC/RB/A.148",-61.6647222222222,-7.41444444444444,81.92,0.982421875
"RadamBrasil","SB21XA/RB/A.64",-56.7491666666667,-4.89444444444444,106.16,0.978993971363979
"RadamBrasil","SC18XB/PM/A.35",-72.2011111111111,-8.49972222222222,77.43,0.91075810409402
"RadamBrasil","SC18XD/RB/A.44",-72.675,-9.08027777777778,95.63,0.910906619261738
"RadamBrasil","SC19VA/PM/A.10",-71.8427777777778,-8.93638888888889,113.03,0.912766522162258
"RadamBrasil","SC19VA/PM/A.27",-71.7222222222222,-8.91722222222222,107.03,0.928805007941699
"RadamBrasil","SC19VA/PM/A.28",-71.7833333333333,-8.62972222222222,64.82,0.94060475161987
"RadamBrasil","SC19VA/PM/A.6",-71.4041666666667,-8.44611111111111,74.77,0.928447238197138
"RadamBrasil","SC19VC/PM/A.11",-71.9708333333333,-9.18416666666667,30.37,0.906486664471518
"RadamBrasil","SC19VD/RB/A.101",-70.1497222222222,-9.11416666666667,22.89,0.912625600698995
"RadamBrasil","SC19VD/RB/A.18",-70.3933333333333,-9.35,103.93,0.851727124025787
"RadamBrasil","SC19VD/RB/A.23",-69.7741666666667,-9.05583333333333,65.68,0.816077953714982
"RadamBrasil","SC19XA/RB/A.57",-68.0288888888889,-8.98277777777778,47.34,0.878749471905366
"RadamBrasil","SC19XA/RB/A.92",-68.8188888888889,-8.79916666666667,110.1,0.897910990009083
"RadamBrasil","SC19XB/RB/A.60",-67.4430555555556,-8.4575,104.08,1
"RadamBrasil","SC19XC/PM/A.17",-68.7041666666667,-9.40166666666667,73.35,0.753919563735515
"RadamBrasil","SC19XC/RB/A.107",-67.5925,-9.76361111111111,123.81,0.931346417898393
"RadamBrasil","SC19XC/RB/A.30",-68.2816666666667,-9.5675,70.55,0.838270729978739
"RadamBrasil","SC19XC/RB/A.32",-68.1272222222222,-9.72055555555556,226.15,0.902984744638514
"RadamBrasil","SC19XC/RB/A.69",-67.6319444444444,-9.94194444444445,110.61,0.809872525088148
"RadamBrasil","SC19ZA/RB/A.113",-68.1575,-10.5527777777778,82.76,0.72812953117448
"RadamBrasil","SC19ZA/RB/A.117",-67.815,-10.2002777777778,41.48,1
"RadamBrasil","SC20VA/PM/A.175",-65.9011111111111,-8.81138888888889,66.09,0.878650325313966
"RadamBrasil","SC20VA/RB/A.185",-65.0194444444444,-8.15416666666667,34.89,1
"RadamBrasil","SC20VB/RB/A.193",-64.175,-8.33694444444444,64.54,0.90811899597149
"RadamBrasil","SC20VC/RB/A.71",-64.6677777777778,-9.44472222222222,128.17,0.924865413123196
"RadamBrasil","SC20VD/RB/A.45",-64.1830555555556,-9.33666666666667,78.08,1
"RadamBrasil","SC20XB/RB/A.7",-60.0972222222222,-8.25361111111111,77.26,0.796013461040642
"RadamBrasil","SC20XC/RB/A.94",-62.6147222222222,-9.28444444444444,28.42,0.91484869809993
"RadamBrasil","SC20XD/RB/A.99",-60.9411111111111,-9.90694444444444,126.15,1
"RadamBrasil","SC20YA/RB/A.106",-65.1291666666667,-10.2022222222222,29.63,1
"RadamBrasil","SC20YB/RB/A.23",-63.6102777777778,-10.0861111111111,114.05,0.876370013152126
"RadamBrasil","SC20YC/RB/A.134",-64.9975,-11.5997222222222,95.36,0.889681208053691
"RadamBrasil","SC20YD/RB/A.137",-63.6769444444444,-11.24,37.97,1
"RadamBrasil","SC20ZA/RB/A.32",-62.6019444444444,-10.5577777777778,94.44,0.868593816179585
"RadamBrasil","SC21VC/RB/A.187",-59.0891666666667,-9.27416666666667,83.308,0.953781149469439
"RadamBrasil","SC21VC/RB/A.189",-59.0891666666667,-9.27416666666667,80.7201,0.957392272804419
"RadamBrasil","SC21VC/RB/A.190",-59.0888888888889,-9.27416666666667,81.0095,0.964697967522328
"RadamBrasil","SC21VC/RB/A.204",-58.5591666666667,-9.13138888888889,62.8022,0.98183343895596
"RadamBrasil","SC21VC/RB/A.207",-58.5588888888889,-9.13138888888889,71.9373,0.974910095319118
"RadamBrasil","SC21VC/RB/A.220",-58.5644444444444,-9.42638888888889,105.2976,0.929628025709988
"RadamBrasil","SC21VC/RB/A.228",-58.5641666666667,-9.42638888888889,129.7974,0.978923306630179
"RadamBrasil","SC21VC/RB/A.247",-59.4452777777778,-9.62027777777778,186.2836,0.968947883764325
"RadamBrasil","SC21VC/RB/A.276",-59.0202777777778,-9.71361111111111,95.8985,0.875476675860415
"RadamBrasil","SC21VC/RB/A.8",-58.7588888888889,-9.01472222222222,24.7774,1
"RadamBrasil","SC21VD/RB/A.296",-58.0658333333333,-9.91361111111111,38.2277,1
"RadamBrasil","SC21YA/RB/A.355",-58.9883333333333,-10.0211111111111,57.5016,0.738975958929838
"RadamBrasil","SC21YA/RB/A.369",-58.9883333333333,-10.0261111111111,72.2381,0.958242257202224
"RadamBrasil","SC21YA/RB/A.375",-58.9880555555556,-10.0261111111111,103.6946,0.916968675321569
"RadamBrasil","SC21YA/RB/A.385",-58.9880555555556,-10.0308333333333,80.9752,0.987672768946542
"RadamBrasil","SC21YA/RB/A.391",-58.9880555555556,-10.0308333333333,116.3031,1
"RadamBrasil","SC21YA/RB/A.392",-58.9880555555556,-10.0308333333333,55.2155,0.831069174416604
"RadamBrasil","SC21YA/RB/A.398",-58.9880555555556,-10.0311111111111,78.7706,0.88594475603842
"RadamBrasil","SC21YA/RB/A.401",-58.9663888888889,-10.0358333333333,94.5091,0.977083688237429
"RadamBrasil","SC21YA/RB/A.413",-58.9661111111111,-10.0361111111111,128.2897,0.9212758311852
"RadamBrasil","SC21YB/RB/A.103",-57.2097222222222,-10.2169444444444,41.414,0.586878833244796
"RadamBrasil","SC21YB/RB/A.5",-58.3338888888889,-10.3230555555556,39.6681,1
"RadamBrasil","SC21YC/RB/A.503",-58.6727777777778,-11.1161111111111,97.2178,0.533120477937168
"RadamBrasil","SC21YD/RB/A.148",-57.7286111111111,-11.1677777777778,94.6966,0.962351341019635
"RadamBrasil","SC21YD/RB/A.516",-58.3397222222222,-11.1761111111111,115.9074,0.909463071382845
"RadamBrasil","SC21YD/RB/A.520",-57.1222222222222,-11.345,29.0517,0.766777847767945
"RadamBrasil","SC21ZB/RB/A.131",-54.9397222222222,-10.1730555555556,10.6293,1
"RadamBrasil","SC22VB/RB/A.74",-51.2925,-8.32305555555556,82.4952,0.978121151291227
"RadamBrasil","SC22XA/RB/A.33",-50.33,-8.29638888888889,142.5407,1
"RadamBrasil","SC22XB/RB/A.25",-49.4766666666667,-8.08527777777778,40.7835,1
"RadamBrasil","SA22ZD/SI/A.11",-48.9966666666667,-3.965,22.962,1
"RadamBrasil","SA22ZD/SI/A.22",-48.6475,-3.48166666666667,117.1,0.907521776259607
"RadamBrasil","SB22XA/SV/A.1",-50.3613888888889,-4.73222222222222,178.3768,1
"RadamBrasil","SB18ZD/RB/A.27",-72.2213888888889,-7.93527777777778,126.4,0.736471518987342
"RadamBrasil","SC20VB/RB/A.195",-63.5966666666667,-8.68638888888889,71.24,0.657636159460977
"RadamBrasil","SC20YB/RB/A.27",-63.1491666666667,-10.8355555555556,77.12,0.675570539419087
"RadamBrasil","SC21YA/RB/A.361",-58.9886111111111,-10.0258333333333,43.4672,0.622786836971326
"RadamBrasil","SC22VB/RB/A.65",-51.5219444444444,-8.77833333333333,11.8988,1
"RadamBrasil","SA21YA/RB/A.69",-59.3033333333333,-2.94916666666667,128.94,0.845354428416318
"RadamBrasil","SA21YB/RB/A.122",-58.145,-2.33805555555556,106.23,0.833474536383319
"RadamBrasil","SA21YB/RB/A.77",-58.1627777777778,-2.60388888888889,33.49,0.856972230516572
"RadamBrasil","SB19VA/RB/A.64",-71.4122222222222,-4.58138888888889,85.56,0.850514258999532
"RadamBrasil","SA19ZB/RB/A.31",-67.0888888888889,-2.59805555555556,101.7,0.963913470993117
"RadamBrasil","SA19ZC/RB/A.81",-67.5325,-3.355,103.1,0.935596508244423
"RadamBrasil","SB20YA/RB/A.232",-64.5663888888889,-6.93833333333333,122.56,0.965159921671018
"RadamBrasil","NA21XD/RB/A.85",-55.3475,2.16719444444444,171.37,0.904183929509249
"RadamBrasil","NA21YC/RB/A.12",-58.8311111111111,0.77675,25.02,0.899280575539568
"RadamBrasil","SA20ZB/RB/A.54",-60.0272222222222,-2.40333333333333,48.58,0.943804034582133
"RadamBrasil","SA20ZC/RB/A.92",-61.5586111111111,-3.5125,201.42,0.971502333432628
"RadamBrasil","SA21XB/RB/A.9",-55.0405555555556,-0.762222222222222,50.14,0.796370163542082
"RadamBrasil","SA21XC/RB/A.125",-55.6908333333333,-1.10833333333333,88.2,0.930952380952381
"RadamBrasil","SA21XD/RB/A.127",-55.1830555555556,-1.04805555555556,84.07,0.884619959557512
"RadamBrasil","SA21YA/RB/A.71",-59.6555555555556,-2.6675,83.27,0.964933349345503
"RadamBrasil","SB19XA/RB/A.136",-68.865,-4.22027777777778,115.12,1
"RadamBrasil","SB21YA/RB/A.86",-58.5791666666667,-6.56305555555556,94.69,0.90474178899567
"RadamBrasil","SB22ZC/RB/A.23",-50.1080555555556,-7.96527777777778,49.2983,0.84161928504634
"RadamBrasil","SC18XB/RB/A.33",-72.1030555555556,-8.30361111111111,39.49,0.974677133451507
"RadamBrasil","SC19VA/PM/A.3",-70.9611111111111,-8.21833333333333,100.91,0.859181448815777
"RadamBrasil","SC19VB/RB/A.91",-69.1272222222222,-8.81416666666667,69.44,0.9375
"RadamBrasil","SC19XC/PM/A.18",-68.7591666666667,-9.53444444444444,100.72,0.70323669579031
"RadamBrasil","SC20ZB/RB/A.132",-60.2211111111111,-10.1505555555556,101.85,0.936377025036819
"RadamBrasil","SC20ZB/RB/A.47",-60.1719444444444,-10.6772222222222,58.05,0.757105943152455
"RadamBrasil","SC21YA/RB/A.427",-58.8452777777778,-10.0380555555556,96.8729,0.92933937148573
"RadamBrasil","SC21YB/RB/A.106",-58.0538888888889,-10.4433333333333,91.9102,0.965864506877365
"RadamBrasil","SC21YB/RB/A.48",-58.2102777777778,-10.5808333333333,78.6994,1
"RadamBrasil","SC21YB/RB/A.49",-58.4463888888889,-10.7175,58.1891,0.955072341727231
"RadamBrasil","SC21YB/RB/A.51",-58.4869444444444,-10.8716666666667,63.8917,0.867405312427123
"RadamBrasil","SC21YC/RB/A.506",-59.3969444444444,-11.365,24.7288,0.782120442560901
"RadamBrasil","SC21ZB/RB/A.133",-54.7569444444444,-10.3116666666667,24.1201,1
