"lambda","sigmaVmax","betaG","betaM","theta","sigmaV","iter"
1.39679627902525,43.2922234519647,0.00368014861950318,0.00191384967082497,0.0212706258883543,0.0992701985140228,183
1.44792578218593,50.8518186037592,0.00292297755279031,0.00158159010662683,0.0201552226133257,0.104829659292512,184
1.42044290333076,56.0829634709876,0.00322759040937675,0.00195937545163973,0.0198829479565462,0.083602680530521,185
1.43022727169822,39.3408562845062,0.0031664310216276,0.00174146186938378,0.0202365426980042,0.0882886444105678,186
1.46524053735495,33.5621088217244,0.00265104775958271,0.00141591263925814,0.0205567600526296,0.118244832474746,187
1.4226491277371,34.3999413896455,0.00318098035351783,0.00165909779601653,0.0209380750546632,0.0993131939940316,188
1.46444026829199,50.1839066080463,0.002703525947134,0.0014243844381583,0.0210014852289564,0.104013667087345,189
1.41521989092077,48.1105692258155,0.00340946675885231,0.00168940557410797,0.0210268117362088,0.0955427659889397,190
1.42443088869397,49.216019414576,0.00333410724398169,0.00195001792807133,0.020906180275906,0.0919839783781569,191
1.43554563361966,41.1771963142507,0.00316314560447266,0.00167367418419217,0.0211292821214021,0.108249109657558,192
1.44718071368032,60.2572572996337,0.00298982889885666,0.00152789740741635,0.0199537654720461,0.0992492922587282,193
1.40658368526284,50.2049138465353,0.00347160416764007,0.0017970693609385,0.0202887613560807,0.0993935989094224,194
1.4163784048679,45.9477212494849,0.00338844887654005,0.001776652330314,0.0199721034666911,0.0847260515960482,195
1.40234591346347,42.4173140204659,0.00384926648845797,0.00217422768935373,0.0214654907941001,0.084441559203859,196
1.42534616552855,43.4172192011702,0.00303668469124155,0.00148928019204413,0.0192077566945138,0.0931338519298571,197
1.41914559494589,47.4386219231572,0.00342742849149399,0.00170873182840823,0.0212407557473354,0.090584113199678,198
1.40176628970858,48.7601389263661,0.00362891066334122,0.00200111567450524,0.0211616227470812,0.0897399308270272,199
1.43237620385719,43.1017000649137,0.00318417931218148,0.00171839487724674,0.0210290512683628,0.0948041549069223,200
1.42550357551193,45.6046348823446,0.00305654108871678,0.00145981495071218,0.0195680327827638,0.0975589000505551,201
1.43242626132676,44.6661439864053,0.00309556615716446,0.00162488684742708,0.0203800144480642,0.0966364058673567,202
1.41303320299605,39.2108907106166,0.00392963539244522,0.00212472047743591,0.0232105954892376,0.0958797364964893,203
1.40062324317046,46.1614923593424,0.00365492756948232,0.00196063989794995,0.0207367001975978,0.0872174616112042,204
1.40389658317941,50.1994698567917,0.00359297301293053,0.00163994537779827,0.0196814382484194,0.0921875172518686,205
1.42017851019586,46.8184956436798,0.00316133126932041,0.00146159907191181,0.0199421424750433,0.0940518743936265,206
1.41303098366694,41.5055111466899,0.00345784890145434,0.00184510743018614,0.0198969741691399,0.0899861283138367,207
1.41485525267885,49.5978873133022,0.0034531421416212,0.00167912666514895,0.021371405457306,0.110602357169873,208
1.44803829424165,39.9398162664169,0.00300751343497712,0.00163478145989263,0.0215575512601457,0.109108344921919,209
1.43479690923795,50.2352321562478,0.00317720302177494,0.00210784813935076,0.0214058599015789,0.103365382297156,210
1.41953781549732,46.7975301419934,0.00336912290215417,0.00182694616832194,0.0208005743518781,0.0980261192891624,211
1.44033712973406,51.2838239559601,0.00298000914585429,0.00160432656010081,0.0196455577578671,0.106795377244427,212
1.43991330694668,43.6482117915175,0.00334566767137781,0.00163227261928216,0.0214972112762326,0.0927452183384284,213
1.415323514334,40.1161552977312,0.00362067732169551,0.00203618391276627,0.0227756194335673,0.0892122489408558,214
1.39874725527176,51.5008751975112,0.00353635125699582,0.00166423912953827,0.0206609344653263,0.109348539859904,215
1.42516183234945,44.4196243572219,0.00341458748972701,0.00180470712340284,0.0212146477489134,0.0987455258361216,216
1.43758803389436,45.1412692776323,0.00312193524478572,0.00149708992338681,0.0206326115539102,0.0997328019710466,217
1.40786961021326,39.7467727151684,0.00362934332865113,0.00202364589945747,0.0223824921321553,0.0946839147174248,218
1.42623626709854,51.9421464837369,0.00314833558521866,0.00159185136053586,0.0200343689060577,0.0877905890015431,219
1.43069378661383,53.74555532807,0.00318855553158957,0.00177049945352144,0.0205453036074547,0.0981859142545096,220
1.42096165797719,42.5893593463052,0.00357284969587847,0.00194277794223341,0.0235719368180734,0.103032354730146,221
1.37832718646677,49.1768719385307,0.00414390401006562,0.0022414669408154,0.0204665631017452,0.0720420853091266,222
1.44099569335022,42.4806418869452,0.0032009423214157,0.00208574983463958,0.0225921649620821,0.119452475813584,223
1.41654565768128,51.6948156973826,0.00346079564629929,0.0020503160609889,0.0216609998946043,0.0823807146304637,224
1.44540409342835,41.2927110040582,0.00301724787206437,0.00156652614644055,0.0204175629524194,0.11261572394976,225
1.42282685633226,50.1304767710756,0.00327615153884822,0.00169687994913902,0.0205618781486016,0.0929488789175583,226
1.42751965555289,56.5621679486644,0.00343258910679198,0.00187690127913099,0.0213258669671809,0.090897990777237,227
1.41748809753702,45.0256216475859,0.00330384697116576,0.00151612694842997,0.0204270136920838,0.0948036557045141,228
1.4392385593379,42.8231963694897,0.00324244861832581,0.00164058020568593,0.0221497629868226,0.0976198355368093,229
1.39447010457521,45.2020979837003,0.00361350557156332,0.00176120534086192,0.0208940666071602,0.091999263024284,230
1.41048300820478,51.7696225349448,0.00366671107370183,0.00218002268175277,0.0204129129754343,0.0848661745598776,231
1.42795512980024,39.0367351358591,0.0032391004040244,0.00179983942310243,0.0205426811909487,0.100182469101711,232
1.43714389582869,45.0093784398551,0.00291704642006165,0.00151867418915123,0.0187086874705121,0.102846686157432,233
1.42991642794339,35.8701472271757,0.00307449654747958,0.00157746778840803,0.0203440224095948,0.097027358585795,234
1.42886438790679,42.6842208364593,0.00322924760866234,0.00169392668205843,0.0214673676118559,0.104748180120538,235
1.44255358173983,48.5948984679968,0.00307590863796893,0.00178351614341901,0.0209260074349709,0.104974470175843,236
1.4439273157584,44.8011277915693,0.00319220936687127,0.00165899345709612,0.021923661045447,0.120750401451421,237
1.42582031501666,37.3119263721013,0.00303340609981348,0.00157379667921601,0.0206396464367785,0.117586810695861,238
1.46014358548828,43.6563555137906,0.00280935044302898,0.00159165836619237,0.0202966121900967,0.104559839311117,239
1.40964067110278,41.5015519928955,0.00340263326699022,0.00182221024461037,0.0203836891627314,0.0911935001446801,240
1.43361781593109,49.1394650737197,0.00324332464698581,0.00172940074562001,0.0202829832547764,0.100069548954321,241
1.40641889714829,52.1772656207951,0.00348633326242038,0.00158403093853346,0.0207788326190252,0.0981800963429705,242
1.41537476087334,53.1231782650003,0.00328609202280214,0.0017756089860987,0.0198380932228606,0.0897430392613341,243
1.42952574093138,44.1476114400786,0.00322015378365235,0.00172427713953609,0.0218056485287291,0.101527328067576,244
1.43666595797138,43.5528302859022,0.00288366725540339,0.00158070426027946,0.0198072756496021,0.102719983691193,245
1.414095281441,46.869327977671,0.00342693164409323,0.00180557761896437,0.0208772079215578,0.100032559129293,246
1.41425313027505,43.515300048981,0.00327942270044473,0.00191451171386988,0.0211346660311979,0.0963832527854774,247
1.44433087658432,46.3553107164917,0.00312016369296955,0.00182175356792391,0.0212246912828833,0.104780762436271,248
1.44831214903615,50.3611127414441,0.0029479304211809,0.00167389494856825,0.0208598432688675,0.0880914420512054,249
1.43453605796992,47.8665256429897,0.00336924768096446,0.00200990432291523,0.022253370985721,0.102926533283987,250
1.42048106364229,47.340177787288,0.00342489883423255,0.0019048894344138,0.021107288291738,0.0992746287294018,251
1.41081029286941,45.3608717049353,0.00345919798380717,0.00191127712053783,0.0213522944934421,0.100762620786923,252
1.41367298817584,53.2327310705407,0.00339507814978281,0.00164804629351898,0.0199000431267132,0.0889630452774183,253
1.42777544989464,47.2330721812749,0.00342777925355518,0.00188733504769459,0.0217771449092251,0.0939857833193878,254
1.41228113119287,40.6955126717844,0.00356697489853219,0.00186644945359509,0.0217621612733771,0.0941078041421547,255
1.43021636562256,43.0397480488501,0.00313869568036897,0.00165289159590601,0.0216794028728658,0.108554025705882,256
1.40997966249169,52.1414477615601,0.00353457449098433,0.00199744004171211,0.0212054137433679,0.0933258184076547,257
1.42171561633838,53.2043827505153,0.00330210964872846,0.0017160816139746,0.0201052138193953,0.0890007501420842,258
1.42582418077544,40.9473527841712,0.00324831285988008,0.00169725194268144,0.0210951152770132,0.0835886063327387,259
1.42804484170703,40.2719787799902,0.00336064663811632,0.00164101012697806,0.0224571295054945,0.104347102438295,260
1.40637079342585,41.9076378794535,0.00344111870458679,0.00174934133527577,0.0211988268493505,0.0957311868676107,261
