"site","dti","iter"
"Jenaro Herrera",0.00770099464205198,505
"Jenaro Herrera",0.0119190977572167,506
"Jenaro Herrera",0.0027898912692027,507
"Jenaro Herrera",0.00688575059419017,508
"Jenaro Herrera",0.000168798085442678,509
"Jenaro Herrera",0.0119628823361421,510
"Jenaro Herrera",0.0233863838617431,511
"Jenaro Herrera",0.00144222731913268,512
"Jenaro Herrera",4.56133661999036e-05,513
"Jenaro Herrera",0.014640043165064,514
"Jenaro Herrera",0.0270894491366284,515
"Jenaro Herrera",0.00502898190617562,516
"Jenaro Herrera",0.00108429120804854,517
"Jenaro Herrera",0.00949753915591822,518
"Jenaro Herrera",0.0245890081342005,519
"Jenaro Herrera",0.0187510801458814,520
"Jenaro Herrera",0.00319453101057932,521
"Jenaro Herrera",0.00427101449644818,522
"Jenaro Herrera",0.00337332575623617,523
"Jenaro Herrera",0.0155354385966598,524
"Jenaro Herrera",0.00126945050071048,525
"Jenaro Herrera",0.004781466135101,526
"Jenaro Herrera",0.00527007528293777,527
"Jenaro Herrera",0.00161126803832812,528
"Jenaro Herrera",0.00194292649790506,529
"Jenaro Herrera",0.033865568473962,530
"Jenaro Herrera",0.00177045211678251,531
"Jenaro Herrera",0.010435259033677,532
"Jenaro Herrera",0.0058717592974763,533
"Jenaro Herrera",0.0134991035467265,534
"Jenaro Herrera",0.00153553354079983,535
"Jenaro Herrera",0.0120974617087324,536
"Jenaro Herrera",0.0141931952563148,537
"Jenaro Herrera",0.0234196061753869,538
"Jenaro Herrera",0.00734743519566716,539
"Jenaro Herrera",0.0062836383335636,540
"Jenaro Herrera",0.0165814904360176,541
"Jenaro Herrera",0.0137829120339468,542
"Jenaro Herrera",0.00169540813394597,543
"Jenaro Herrera",0.00435769233197392,544
"Jenaro Herrera",0.00446083055105873,545
"Jenaro Herrera",0.0289730044383935,546
"Jenaro Herrera",0.00809235080891657,547
"Jenaro Herrera",0.00927745513287859,548
"Jenaro Herrera",0.00278985859567182,549
"Jenaro Herrera",0.00146732671394323,550
"Jenaro Herrera",0.0376025314551967,551
"Jenaro Herrera",0.00455631689469749,552
"Jenaro Herrera",0.00811366390244628,553
"Jenaro Herrera",0.0120976819649669,554
"Jenaro Herrera",0.00516666360789475,555
"Jenaro Herrera",0.0149671187812794,556
"Jenaro Herrera",0.00970218935319711,557
"Jenaro Herrera",0.00188709899062467,558
"Jenaro Herrera",0.000331586314259225,559
"Jenaro Herrera",0.0312793636437002,560
"Jenaro Herrera",0.00081917482593219,561
"Jenaro Herrera",0.0253510679687703,562
"Jenaro Herrera",0.00366616745027504,563
"Jenaro Herrera",0.00249407199021179,564
"Jenaro Herrera",0.00279310228343344,565
"Jenaro Herrera",0.00213962181290284,566
"Jenaro Herrera",0.00573599756426724,567
"Jenaro Herrera",0.0131392025749805,568
"Jenaro Herrera",2.04260349866425e-05,569
"Jenaro Herrera",0.0245124660949664,570
"Jenaro Herrera",0.0167599705202147,571
"Jenaro Herrera",0.0030498667229748,572
"Jenaro Herrera",0.00424767846790963,573
"Jenaro Herrera",0.00627833823769741,574
"Jenaro Herrera",0.0077329223038084,575
"Jenaro Herrera",0.0167270117639998,576
"Jenaro Herrera",0.012142582380364,577
"Jenaro Herrera",0.00530175428364543,578
"Jenaro Herrera",0.010574966951593,579
"Jenaro Herrera",0.0145956809619836,580
"Jenaro Herrera",0.00331491860125399,581
"Jenaro Herrera",0.00176518045440355,582
"Jenaro Herrera",0.0133331048402028,583
"Jenaro Herrera",0.00728395564336948,584
"Jenaro Herrera",0.0253077384849437,585
"Jenaro Herrera",0.0104573971259188,586
"Jenaro Herrera",0.00371057859142199,587
"Jenaro Herrera",0.00491709430305953,588
"Jenaro Herrera",4.04867754149052e-05,589
"Jenaro Herrera",0.00167453012725616,590
"Jenaro Herrera",0.00120837213876268,591
"Jenaro Herrera",0.0166204260662413,592
"Jenaro Herrera",0.0270725965115663,593
"Jenaro Herrera",0.00792152286906933,594
"Jenaro Herrera",0.00223816314571867,595
"Jenaro Herrera",0.00765583528068914,596
"Jenaro Herrera",0.0213801052433034,597
"Jenaro Herrera",0.017226922274058,598
"Jenaro Herrera",0.0022689385719632,599
"Jenaro Herrera",0.0159204831406097,600
"Jenaro Herrera",0.0068317566040087,601
"Jenaro Herrera",0.0103956273949986,602
"Jenaro Herrera",0.0162783899509331,603
"Jenaro Herrera",0.0164485139764798,604
"Jenaro Herrera",0.00682054521737019,605
"Jenaro Herrera",0.0200286553139855,606
"Jenaro Herrera",0.00444672071620345,607
"Jenaro Herrera",0.0420339820172161,608
"Jenaro Herrera",0.0131598243043444,609
"Jenaro Herrera",0.00504842582179665,610
"Jenaro Herrera",0.00595180174934962,611
"Jenaro Herrera",0.00604808450540584,612
"Jenaro Herrera",0.0112353989318217,613
"Jenaro Herrera",0.00519762008848024,614
"Jenaro Herrera",0.0240558823466173,615
"Jenaro Herrera",0.0045065102798596,616
"Jenaro Herrera",0.000100373361811901,617
"Jenaro Herrera",0.00901109688500135,618
"Jenaro Herrera",0.0115600069133045,619
"Jenaro Herrera",0.0145540307353167,620
"Jenaro Herrera",0.0107964116487668,621
"Jenaro Herrera",0.0142285349469702,622
"Jenaro Herrera",0.0120293751562588,623
"Jenaro Herrera",0.00471892913486505,624
"Jenaro Herrera",0.000598968758744101,625
"Jenaro Herrera",0.00177048468723373,626
"Jenaro Herrera",0.0110327897101373,627
"Jenaro Herrera",0.0185871809578178,628
"Jenaro Herrera",0.0029439234927543,629
"Jenaro Herrera",0.00106907035590875,630
"Jenaro Herrera",0.0144231837896241,631
"Jenaro Herrera",0.0211459151874767,632
"Jenaro Herrera",0.00448493532024064,633
"Jenaro Herrera",0.00738810336695783,634
"Jenaro Herrera",0.00226089411865271,635
