"longitude","latitude","aG","vclimax"
-78.5,-3.5,5.76195383071899,160.911499023438
-78.5,-3.5,5.66310977935791,140.986968994141
-78.5,-3.5,4.54049825668335,140.986968994141
-78.5,-3.5,5.97711849212646,162.76123046875
-78.5,-3.5,5.01675081253052,207.285568237305
-78.5,-3.5,5.66310977935791,185.178283691406
-78.5,-3.5,5.01210880279541,160.911499023438
-78.5,-3.5,4.618004322052,125.42066192627
-78.5,-3.5,5.66310977935791,158.364440917969
-78.5,-3.5,5.01675081253052,160.911499023438
-78.5,-3.5,5.01210880279541,177.497146606445
-78.5,-3.5,5.68758058547974,162.76123046875
-78.5,-3.5,5.24679183959961,160.911499023438
-78.5,-3.5,5.68758058547974,140.831176757812
-78.5,-3.5,5.45021390914917,160.911499023438
-78.5,-3.5,5.48830509185791,207.285568237305
-78.5,-3.5,5.66310977935791,185.178283691406
-78.5,-3.5,5.01675081253052,140.986968994141
-78.5,-3.5,5.01210880279541,140.986968994141
-78.5,-3.5,5.24679183959961,162.76123046875
-78.5,-3.5,5.66310977935791,140.986968994141
-78.5,-3.5,5.45021390914917,160.911499023438
-78.5,-3.5,5.66310977935791,162.76123046875
-78.5,-3.5,5.66310977935791,185.178283691406
-77.5,-6.5,6.07750177383423,126.855484008789
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.9444055557251,130.692810058594
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.38003396987915,123.292762756348
-77.5,-6.5,6.07750177383423,126.474975585938
-77.5,-6.5,6.07750177383423,126.855484008789
-77.5,-6.5,6.9444055557251,123.205421447754
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.38003396987915,123.292762756348
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.07750177383423,126.227836608887
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.38003396987915,130.692810058594
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,6.07750177383423,126.855484008789
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.45999240875244,126.855484008789
-77.5,-6.5,6.38003396987915,123.292762756348
-77.5,-6.5,5.80241823196411,130.692810058594
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,130.692810058594
-77.5,-6.5,6.07750177383423,130.692810058594
-77.5,-6.5,6.20987462997437,123.205421447754
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.9444055557251,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.20987462997437,126.227836608887
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.20987462997437,126.855484008789
-77.5,-6.5,6.28899145126343,123.240547180176
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.07750177383423,126.227836608887
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,130.692810058594
-77.5,-6.5,6.20987462997437,123.240547180176
-77.5,-6.5,6.9444055557251,123.205421447754
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,5.80241823196411,123.205421447754
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,5.80241823196411,126.474975585938
-77.5,-6.5,6.50974225997925,123.240547180176
-77.5,-6.5,6.38003396987915,123.205421447754
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,5.80241823196411,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.28899145126343,126.855484008789
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.38003396987915,123.205421447754
-77.5,-6.5,5.80241823196411,123.240547180176
-77.5,-6.5,6.28899145126343,123.240547180176
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.07750177383423,123.205421447754
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.45999240875244,123.205421447754
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,6.38003396987915,123.205421447754
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,126.474975585938
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,123.292762756348
-77.5,-6.5,5.80241823196411,123.240547180176
-77.5,-6.5,6.9444055557251,123.240547180176
-77.5,-6.5,6.45999240875244,130.692810058594
-77.5,-6.5,6.07750177383423,126.227836608887
-77.5,-6.5,6.20987462997437,123.205421447754
-77.5,-6.5,6.38003396987915,123.205421447754
-77.5,-6.5,6.07750177383423,130.692810058594
-77.5,-6.5,6.28899145126343,126.474975585938
-77.5,-6.5,6.38003396987915,123.240547180176
-77.5,-6.5,6.45999240875244,123.240547180176
-77.5,-6.5,6.07750177383423,123.240547180176
-77.5,-5.5,6.9444055557251,126.474975585938
-77.5,-5.5,5.95566463470459,125.965202331543
-77.5,-5.5,5.1978874206543,129.822631835938
-77.5,-5.5,6.25256490707397,147.236968994141
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,5.87349319458008,123.292762756348
-77.5,-5.5,6.25256490707397,121.397468566895
-77.5,-5.5,6.25256490707397,129.822631835938
-77.5,-5.5,5.95566463470459,165.762603759766
-77.5,-5.5,5.95566463470459,132.374893188477
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,5.95566463470459,154.711380004883
-77.5,-5.5,6.25256490707397,165.762603759766
-77.5,-5.5,5.27665948867798,121.397468566895
-77.5,-5.5,6.11419248580933,147.236968994141
-77.5,-5.5,6.25256490707397,132.374893188477
-77.5,-5.5,6.25256490707397,125.965202331543
-77.5,-5.5,6.11419248580933,180.746185302734
-77.5,-5.5,5.27665948867798,125.965202331543
-77.5,-5.5,5.95566463470459,126.474975585938
-77.5,-5.5,6.45999240875244,147.236968994141
-77.5,-5.5,5.46608591079712,180.746185302734
-77.5,-5.5,6.25256490707397,132.374893188477
-77.5,-5.5,6.25256490707397,126.474975585938
-77.5,-5.5,5.87349319458008,154.711380004883
-77.5,-5.5,5.95566463470459,147.236968994141
-77.5,-5.5,5.95566463470459,132.374893188477
-77.5,-5.5,5.1978874206543,129.822631835938
-77.5,-5.5,5.1978874206543,125.965202331543
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,6.9444055557251,125.965202331543
-77.5,-5.5,5.95566463470459,125.965202331543
-77.5,-5.5,6.25256490707397,121.397468566895
-77.5,-5.5,5.87349319458008,165.762603759766
-77.5,-5.5,6.79732227325439,121.397468566895
-77.5,-5.5,5.95566463470459,154.711380004883
-77.5,-5.5,6.9444055557251,180.746185302734
-77.5,-5.5,5.95566463470459,121.397468566895
-77.5,-5.5,5.95566463470459,126.474975585938
-77.5,-5.5,5.95566463470459,125.965202331543
-77.5,-5.5,6.07750177383423,140.947387695312
-77.5,-5.5,5.27665948867798,125.965202331543
-77.5,-5.5,6.9444055557251,129.822631835938
-77.5,-5.5,6.11419248580933,132.374893188477
-77.5,-5.5,5.95566463470459,126.474975585938
-77.5,-5.5,5.27475595474243,165.762603759766
-77.5,-5.5,5.95566463470459,165.480209350586
-77.5,-5.5,5.95566463470459,121.397468566895
-77.5,-5.5,6.9444055557251,180.746185302734
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,6.25256490707397,125.965202331543
-77.5,-5.5,6.11419248580933,154.711380004883
-77.5,-5.5,6.11419248580933,180.746185302734
-77.5,-5.5,6.11419248580933,129.822631835938
-77.5,-5.5,5.27665948867798,132.374893188477
-77.5,-5.5,5.27665948867798,125.965202331543
-77.5,-5.5,6.25256490707397,129.822631835938
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,5.87349319458008,121.397468566895
-77.5,-5.5,5.1978874206543,129.822631835938
-77.5,-5.5,5.95566463470459,132.374893188477
-77.5,-5.5,6.25256490707397,122.046371459961
-77.5,-5.5,5.87349319458008,122.046371459961
-77.5,-5.5,5.27665948867798,127.263748168945
-77.5,-5.5,6.25256490707397,121.397468566895
-77.5,-5.5,5.27665948867798,125.965202331543
-77.5,-5.5,5.1978874206543,121.397468566895
-77.5,-5.5,6.25256490707397,129.822631835938
-77.5,-5.5,5.45302534103394,154.711380004883
-77.5,-5.5,5.46608591079712,125.965202331543
-77.5,-5.5,6.25256490707397,180.746185302734
-77.5,-5.5,5.87349319458008,129.822631835938
-77.5,-5.5,5.1978874206543,165.762603759766
-77.5,-5.5,5.27665948867798,126.474975585938
-77.5,-5.5,6.25256490707397,129.822631835938
-77.5,-5.5,6.9444055557251,132.374893188477
-77.5,-5.5,5.46608591079712,180.746185302734
-77.5,-5.5,5.46608591079712,125.965202331543
-77.5,-5.5,5.27665948867798,125.965202331543
-77.5,-5.5,5.87349319458008,125.965202331543
-77.5,-5.5,5.95566463470459,126.474975585938
-77.5,-5.5,5.87349319458008,127.263748168945
-77.5,-5.5,5.27665948867798,132.374893188477
-77.5,-5.5,5.87349319458008,132.374893188477
-77.5,-5.5,5.87349319458008,126.474975585938
-77.5,-5.5,6.9444055557251,126.474975585938
-77.5,-5.5,6.25256490707397,129.822631835938
-77.5,-5.5,5.27665948867798,129.822631835938
-77.5,-5.5,6.25256490707397,121.397468566895
-77.5,-5.5,6.25256490707397,125.965202331543
-77.5,-5.5,5.27665948867798,126.474975585938
-77.5,-5.5,5.1978874206543,126.474975585938
-77.5,-5.5,6.25256490707397,125.965202331543
-77.5,-5.5,6.11419248580933,129.822631835938
-77.5,-5.5,6.25256490707397,165.762603759766
-77.5,-5.5,5.26230478286743,121.397468566895
-77.5,-5.5,6.11419248580933,121.397468566895
-77.5,-5.5,5.29733848571777,129.822631835938
-77.5,-5.5,6.11419248580933,121.397468566895
-77.5,-4.5,5.3176531791687,173.601104736328
-77.5,-4.5,5.3176531791687,180.746185302734
-77.5,-4.5,5.45302534103394,200.208251953125
-77.5,-4.5,5.17936277389526,170.563232421875
-77.5,-4.5,5.45302534103394,148.868179321289
-77.5,-4.5,5.29733848571777,159.990768432617
-77.5,-4.5,4.91784954071045,199.588272094727
-77.5,-4.5,5.3176531791687,185.559555053711
-77.5,-4.5,4.91784954071045,154.711380004883
-77.5,-4.5,5.33832120895386,154.711380004883
-77.5,-4.5,4.58566761016846,185.178283691406
-77.5,-4.5,5.29542636871338,204.910934448242
-77.5,-4.5,5.29733848571777,171.862319946289
-77.5,-4.5,5.72349691390991,185.559555053711
-77.5,-4.5,5.29733848571777,200.208251953125
-77.5,-4.5,4.58566761016846,173.601104736328
-77.5,-4.5,5.33832120895386,159.990768432617
-77.5,-4.5,4.618004322052,143.746871948242
-77.5,-4.5,6.25256490707397,174.191009521484
-77.5,-4.5,5.45302534103394,204.910934448242
-77.5,-4.5,5.01465368270874,200.208251953125
-77.5,-4.5,5.33832120895386,170.563232421875
-77.5,-4.5,5.01465368270874,143.746871948242
-77.5,-4.5,4.618004322052,185.178283691406
-77.5,-4.5,4.58566761016846,171.862319946289
-77.5,-4.5,5.33832120895386,148.868179321289
-77.5,-4.5,5.01465368270874,143.746871948242
-77.5,-4.5,5.29542636871338,204.389633178711
-77.5,-4.5,4.618004322052,185.559555053711
-77.5,-4.5,5.1978874206543,173.601104736328
-77.5,-4.5,5.29542636871338,204.389633178711
-77.5,-4.5,5.01675081253052,174.191009521484
-77.5,-4.5,5.23985624313354,204.910934448242
-77.5,-4.5,5.33832120895386,185.178283691406
-77.5,-4.5,4.618004322052,200.208251953125
-77.5,-4.5,5.72349691390991,204.910934448242
-77.5,-4.5,5.23985624313354,185.178283691406
-77.5,-4.5,4.91784954071045,159.990768432617
-77.5,-4.5,4.58566761016846,145.498916625977
-77.5,-4.5,4.618004322052,171.862319946289
-77.5,-4.5,5.09436798095703,199.588272094727
-77.5,-4.5,4.618004322052,185.559555053711
-77.5,-4.5,4.618004322052,204.389633178711
-77.5,-4.5,5.33832120895386,140.947387695312
-77.5,-4.5,5.33832120895386,180.746185302734
-77.5,-4.5,5.01675081253052,200.208251953125
-77.5,-4.5,4.91784954071045,185.559555053711
-77.5,-4.5,4.63693618774414,143.746871948242
-77.5,-4.5,5.3176531791687,174.191009521484
-77.5,-4.5,5.23985624313354,143.746871948242
-77.5,-4.5,5.33832120895386,185.178283691406
-77.5,-4.5,5.01465368270874,200.208251953125
-77.5,-4.5,4.91784954071045,200.208251953125
-77.5,-4.5,5.29733848571777,148.868179321289
-77.5,-4.5,4.618004322052,165.927688598633
-77.5,-4.5,5.01465368270874,185.178283691406
-77.5,-4.5,4.91784954071045,140.947387695312
-77.5,-4.5,5.29733848571777,174.191009521484
